gene	prim_up_silent	prim_up_deleterious	recu_up_silent	recu_up_deleterious	prim_down_silent	prim_down_deleterious	recu_down_silent	recu_down_deleterious
KLF1	0	0	1	0	0	1	0	1
RAD23A	0	0	1	0	0	0	0	0
DCAF15	0	0	1	0	0	0	0	0
IL27RA	0	0	1	1	0	0	0	0
RASAL3	0	0	1	0	0	0	0	0
MYO9B	0	1	1	0	0	0	0	0
ZNF729	0	2	1	0	0	1	0	1
RHPN2	0	0	1	0	0	0	0	0
FFAR2	0	0	1	0	0	1	0	1
GAPDHS	0	0	1	0	0	0	0	0
NPHS1	0	0	1	0	0	0	0	0
WDR62	0	0	1	0	0	0	0	0
SIRT2	0	0	1	0	0	0	0	0
FBXO27	0	0	1	0	0	0	0	0
GRIK5	0	0	1	0	0	0	0	1
PRR19	0	0	1	0	0	0	0	0
ZNF155	0	0	1	1	0	0	0	0
EML2	0	0	1	0	0	0	0	0
GIPR	0	0	1	0	0	0	0	0
STRN4	0	0	1	0	0	0	0	0
SPHK2	0	1	1	2	0	0	0	0
IRF3	0	0	1	0	0	0	0	0
NAPSA	0	0	1	1	0	0	0	0
MYBPC2	0	0	1	0	0	0	0	1
C19orf48	0	0	1	0	0	0	0	0
IGLON5	0	0	1	0	0	0	0	0
SIGLEC10	0	1	1	0	0	0	0	0
ZNF615	0	0	1	0	0	0	0	0
ZNF600	0	0	1	0	0	0	0	0
NLRP2	0	0	1	0	0	0	0	0
IL11	0	0	1	0	0	0	0	0
SSC5D	0	0	1	0	0	0	0	0
PEG3	0	0	1	1	0	0	0	0
ZNF671	0	0	1	0	0	0	0	0
BTBD3	0	0	1	0	0	0	0	0
SNX5	0	0	1	0	0	0	0	0
PAX1	0	0	1	0	0	0	0	0
TM9SF4	0	0	1	0	0	0	0	0
MYH7B	0	0	1	0	0	0	0	0
MMP24	0	0	1	0	0	0	0	0
MROH8	0	0	1	0	0	0	0	0
ZNF334	0	0	1	0	0	0	0	0
ADNP	0	0	1	0	0	0	0	0
IFNAR1	0	0	1	0	0	0	0	0
DOPEY2	0	0	1	1	0	0	0	0
MORC3	0	0	1	0	0	0	0	0
SIM2	0	0	1	0	0	0	0	0
LRRC3	0	0	1	0	0	0	0	0
DIP2A	0	0	1	1	0	0	0	0
PI4KA	0	0	1	1	0	0	0	0
BCR	0	0	1	1	0	0	0	0
SEC14L4	0	0	1	0	0	0	0	0
SLC5A4	0	2	1	1	0	0	0	0
MICALL1	0	0	1	0	0	0	0	0
CACNA1I	0	0	1	0	0	0	0	0
EP300	0	0	1	0	0	0	0	0
PKDREJ	0	0	1	0	0	0	0	0
TTLL8	0	1	1	0	0	0	0	0
NCAPH2	0	0	1	0	0	0	0	0
PNPLA4	0	0	1	0	0	0	0	0
CLCN4	0	0	1	0	0	0	0	0
TMSB4X	0	0	1	0	0	0	0	0
MED14	0	0	1	0	0	0	0	0
DRP2	0	0	1	0	0	0	0	0
ARMCX5	0	0	1	0	0	0	0	0
GPRASP1	0	0	1	0	0	0	0	0
PIH1D3	0	0	1	0	0	0	0	0
RGAG1	0	1	1	1	0	0	0	0
SAGE1	0	0	1	1	0	0	0	0
RENBP	0	0	1	0	0	0	0	0
KRT5	0	0	1	0	0	0	0	0
CALR3	0	0	1	0	0	0	0	0
ATAD3A	0	0	1	0	0	0	0	0
S100A4	0	0	1	0	0	0	0	0
HECW2	0	0	1	0	0	0	0	1
DBR1	0	0	1	0	0	0	0	0
VPS13B	0	0	1	0	0	0	0	0
SH3PXD2A	0	0	1	0	0	0	0	0
GLT1D1	0	0	1	0	0	0	0	0
ANHX	0	0	1	0	0	0	0	0
PCDHA2	0	0	1	0	0	0	0	1
PCDHB16	0	0	1	1	0	0	0	0
FES	0	0	1	0	0	0	0	0
PLEKHB2	0	0	1	0	0	0	0	0
PPP3R2	0	1	1	1	0	0	0	0
ADCY6	0	1	1	0	0	0	0	0
DEFB118	0	0	1	0	0	0	0	0
FAM90A26	0	0	0	0	0	0	1	0
CEP97	0	0	1	0	0	0	0	0
MFI2	0	0	1	0	0	0	0	0
OLAH	0	0	1	0	0	0	0	0
MID1	0	0	1	0	0	0	0	0
USP17L22	0	0	1	0	0	0	0	0
UNC93B1	0	0	1	0	0	0	0	0
RBM47	0	0	1	1	0	0	0	0
PLCB3	0	0	1	0	0	0	0	0
LRTM2	0	0	1	0	0	1	0	0
WDR25	0	1	1	0	0	0	0	0
SNX20	0	0	1	0	0	0	0	0
PIEZO1	0	0	1	0	0	0	0	0
GH2	0	0	1	0	0	0	0	0
TMEM229A	0	0	1	0	0	0	0	1
POTEC	0	0	1	0	0	0	0	0
AURKAIP1	0	0	0	0	0	1	0	1
AGTRAP	0	0	0	0	0	1	0	0
LYPLA2	0	0	0	0	0	1	0	0
YTHDF2	0	0	0	0	0	1	0	1
CIAO1	0	0	0	0	0	1	0	1
IL36RN	0	0	0	0	0	1	0	2
AMER3	0	0	0	0	0	1	0	0
PID1	0	0	0	0	0	1	0	0
CACNA1D	0	1	0	2	0	1	0	1
WDR52	0	0	0	0	0	1	0	0
TBC1D19	0	0	0	0	0	1	0	1
PCDH7	0	0	0	0	0	2	0	2
TMPRSS11BNL	0	0	0	0	0	1	0	1
RXFP1	0	0	0	0	0	1	0	1
PTCH1	0	1	0	1	0	1	0	1
C8G	0	0	0	0	0	1	0	0
C10orf71	0	0	0	0	0	1	0	1
PTEN	0	5	0	4	0	2	0	3
MYEOV	0	0	0	0	0	1	0	0
C2CD3	0	0	0	0	0	1	0	0
OR8G5	0	0	0	0	0	1	0	0
ERC1	0	0	0	0	0	1	0	1
CLSTN3	0	0	0	0	0	1	0	0
KLRC1	0	0	0	0	0	1	0	0
OR6C4	0	0	0	0	0	1	0	1
MON2	0	0	0	0	0	1	0	1
TRPC4	0	0	0	0	0	1	0	1
EIF5	0	0	0	0	0	1	0	1
TBC1D29	0	0	0	0	0	1	0	1
MEOX1	0	0	0	0	0	1	0	1
PIEZO2	0	0	0	0	0	1	0	1
RAX	0	1	0	0	0	1	0	0
ZNF812	0	0	0	1	0	1	0	1
ICAM3	0	0	0	0	0	1	0	0
DRG1	0	0	0	0	0	1	0	1
SULT4A1	0	0	0	0	0	1	0	1
F5	0	1	0	1	0	0	0	0
TNN	0	1	0	1	0	0	0	0
TNNI1	0	1	0	1	0	0	0	0
ZYG11A	0	1	0	1	0	0	0	0
RBM45	0	1	0	0	0	0	0	0
ZSWIM2	0	2	0	2	0	1	0	0
STAT4	0	1	0	1	0	0	0	0
SLC39A10	0	1	0	1	0	0	0	0
ITPR1	0	2	0	2	0	0	0	0
RASSF1	0	1	0	1	0	0	0	0
TRIM2	0	1	0	1	0	0	0	0
PAPD7	0	1	0	1	0	0	0	0
CRISP2	0	1	0	1	0	0	0	0
MAP3K7	0	1	0	1	0	0	0	0
MMS22L	0	1	0	0	0	0	0	0
RADIL	0	1	0	0	0	0	0	0
KPNA7	0	1	0	1	0	1	0	0
COL14A1	0	1	0	1	0	0	0	0
FAM154A	0	1	0	1	0	0	0	0
FERMT3	0	1	0	1	0	0	0	0
OR2AT4	0	1	0	1	0	0	0	0
TPCN1	0	1	0	1	0	0	0	0
FOXO1	0	1	0	1	0	0	0	0
GEMIN2	0	1	0	1	0	0	0	0
ZSCAN10	0	2	0	1	0	0	0	0
ZNF200	0	1	0	1	0	0	0	0
GPT2	0	1	0	1	0	0	0	0
TP53	0	7	0	7	0	5	0	4
TNS4	0	1	0	1	0	0	0	0
DGCR14	0	1	0	1	0	0	0	0
PDGFB	0	1	0	1	0	0	0	0
UBE2NL	0	1	0	1	0	0	0	0
C1QB	0	1	0	1	0	0	0	0
SZT2	0	1	0	2	0	0	0	0
WDR43	0	1	0	0	0	0	0	0
TBC1D8	0	1	0	1	0	0	0	0
NDUFS1	0	1	0	2	0	0	0	0
SSUH2	0	1	0	1	0	0	0	0
MAGI1	0	1	0	0	0	0	0	0
SETD7	0	1	0	0	0	0	0	0
PDLIM7	0	1	0	1	0	0	0	0
TAP1	0	1	0	1	0	0	0	1
SLC22A7	0	1	0	1	0	0	0	0
IQCE	0	1	0	0	0	0	0	0
TAF6	0	1	0	1	0	0	0	0
PSMC2	0	1	0	0	0	0	0	0
SRGN	0	1	0	0	0	0	0	0
RGR	0	1	0	1	0	0	0	0
MKI67	0	1	0	1	0	1	0	2
PSMD13	0	1	0	0	0	0	0	0
OR51A4	0	1	0	1	0	0	0	0
OR9Q2	0	1	0	1	0	0	0	0
SIDT2	0	1	0	0	0	0	0	0
GLI1	0	2	0	1	0	0	0	0
SRGAP1	0	1	0	0	0	0	0	0
UHRF1BP1L	0	1	0	1	0	0	0	0
TMX1	0	1	0	0	0	0	0	0
WARS	0	1	0	0	0	0	0	0
OR4M2	0	1	0	1	0	0	0	0
CASC5	0	1	0	0	0	0	0	0
POLG	0	1	0	0	0	0	0	0
GAN	0	1	0	0	0	0	0	0
MYH3	0	1	0	0	0	0	0	0
MED24	0	1	0	0	0	0	0	0
CDC27	0	1	0	0	0	0	0	0
ZNF90	0	2	0	0	0	0	0	0
CPXM1	0	1	0	1	0	0	0	0
RBPJL	0	1	0	1	0	0	0	0
PDE9A	0	1	0	0	0	0	0	0
EFHC2	0	1	0	0	0	0	0	0
TAF1	0	1	0	0	0	0	0	0
GPR50	0	1	0	0	0	0	0	0
HMCN1	0	1	0	3	0	2	0	1
F13B	0	0	0	0	0	1	0	1
PTCH2	0	0	0	0	0	1	0	1
FAM151A	0	0	0	0	0	1	0	0
TGFBR3	0	0	0	1	0	1	0	0
BRDT	0	1	0	1	0	1	0	0
OR2M5	0	0	0	0	0	1	0	0
CNTNAP5	0	0	0	1	0	1	0	1
FAM134A	0	0	0	0	0	1	0	0
DOCK10	0	0	0	0	0	1	0	1
FGD5	0	0	0	0	0	1	0	1
FHIT	0	0	0	0	0	1	0	0
OR5H15	0	0	0	0	0	1	0	0
ZBTB20	0	0	0	0	0	1	0	1
KIAA0232	0	1	0	2	0	1	0	1
ANTXR2	0	0	0	0	0	1	0	1
EGF	0	0	0	0	0	2	0	1
KHDRBS2	0	0	0	0	0	1	0	0
LANCL2	0	0	0	0	0	1	0	0
GCC1	0	0	0	0	0	1	0	1
NPFFR1	0	0	0	0	0	1	0	0
OR51B2	0	0	0	0	0	1	0	0
ITGB7	0	0	0	0	0	1	0	0
PTPRR	0	0	0	0	0	1	0	0
PTPN11	0	1	0	0	0	2	0	2
KCTD4	0	0	0	0	0	1	0	0
C14orf166B	0	0	0	0	0	1	0	1
PKD1	0	0	0	0	0	1	0	1
TNP2	0	0	0	0	0	1	0	1
ITGAE	0	0	0	0	0	1	0	1
NF1	0	0	0	1	0	2	0	1
ABI3	0	0	0	0	0	1	0	0
ABCA6	0	0	0	0	0	1	0	1
NCR1	0	0	0	0	0	1	0	1
CHD5	0	1	0	1	0	0	0	0
C1orf172	0	1	0	1	0	0	0	0
SFPQ	0	1	0	0	0	0	0	0
HRNR	0	4	0	4	0	0	0	0
EIF2B4	0	1	0	0	0	0	0	0
BMP10	0	1	0	2	0	0	0	0
TET3	0	1	0	0	0	0	0	0
REG3A	0	1	0	1	0	0	0	0
HRH1	0	1	0	1	0	0	0	0
TOPAZ1	0	2	0	1	0	0	0	0
SLC26A6	0	1	0	0	0	0	0	0
LRTM1	0	1	0	1	0	0	0	0
ZNF141	0	1	0	0	0	0	0	0
FAM200B	0	1	0	1	0	0	0	0
STATH	0	1	0	1	0	0	0	0
FGA	0	1	0	1	0	0	0	0
SDHA	0	1	0	1	0	0	0	0
PCDHB6	0	1	0	1	0	0	0	0
HAVCR2	0	1	0	0	0	0	0	0
TRIM10	0	1	0	1	0	0	0	0
HLA-DQB2	0	1	0	0	0	0	0	0
RFX6	0	1	0	1	0	0	0	0
AVL9	0	1	0	2	0	0	0	0
INHBA	0	1	0	1	0	0	0	0
SLC26A7	0	1	0	2	0	0	0	0
ELAVL2	0	1	0	1	0	0	0	0
CNTNAP3	0	1	0	1	0	0	0	0
PPAPDC3	0	1	0	1	0	0	0	0
OBP2A	0	1	0	0	0	0	0	0
H2AFY2	0	1	0	0	0	0	0	0
SYNPO2L	0	1	0	1	0	0	0	0
UVRAG	0	1	0	0	0	0	0	0
MAML2	0	1	0	1	0	0	0	1
RB1	0	3	0	3	0	0	0	0
MDGA2	0	1	0	1	0	0	0	0
TXNDC16	0	1	0	1	0	0	0	0
SLC38A6	0	1	0	0	0	0	0	0
GPR65	0	2	0	2	0	0	0	0
SERPINA6	0	1	0	1	0	0	0	0
GOLGA6L10	0	1	0	0	0	0	0	0
C16orf90	0	1	0	1	0	0	0	0
COG7	0	1	0	0	0	0	0	0
ZNF594	0	1	0	0	0	0	0	0
KRTAP4-9	0	1	0	1	0	0	0	0
NKIRAS2	0	1	0	0	0	0	0	0
GIP	0	1	0	1	0	0	0	0
KIF2B	0	1	0	2	0	0	0	0
FBF1	0	1	0	1	0	0	0	0
APC2	0	1	0	0	0	0	0	0
C19orf66	0	1	0	0	0	0	0	0
SLC1A6	0	2	0	2	0	0	0	1
INSL3	0	2	0	2	0	0	0	0
CRLF1	0	1	0	1	0	0	0	0
ZNF737	0	1	0	0	0	0	0	0
ZNF714	0	2	0	0	0	0	0	0
ZNF708	0	1	0	0	0	0	0	0
ZNF675	0	1	0	0	0	0	0	0
WDR87	0	2	0	1	0	0	0	0
ZNF780A	0	1	0	0	0	0	0	0
C19orf47	0	1	0	1	0	0	0	0
PPP1R37	0	1	0	1	0	0	0	0
SYT3	0	1	0	1	0	0	0	0
ZNF845	0	1	0	0	0	0	0	0
NLRP5	0	1	0	1	0	0	0	0
SEL1L2	0	1	0	1	0	0	0	0
MAP3K7CL	0	1	0	0	0	0	0	0
SHROOM4	0	1	0	0	0	0	0	0
RRAGB	0	1	0	1	0	0	0	0
CEP350	0	1	0	2	0	0	0	0
DHX9	0	1	0	1	0	0	0	0
PIK3CD	0	1	0	0	0	0	0	0
NOTCH2NL	0	1	0	0	0	0	0	0
RNASEH1	0	1	0	0	0	0	0	0
ALMS1	0	1	0	1	0	0	0	0
SLC19A3	0	1	0	0	0	0	0	0
MLPH	0	1	0	0	0	0	0	0
HTR3C	0	1	0	0	0	0	0	0
PPARGC1A	0	1	0	2	0	0	0	0
PCDH10	0	1	0	2	0	0	0	0
HIST1H2AD	0	1	0	0	0	0	0	0
ZNF12	0	1	0	0	0	0	0	0
ZNF117	0	1	0	0	0	0	0	0
PPP1R9A	0	1	0	1	0	0	0	0
PABPC1	0	3	0	2	0	0	0	0
OR51E2	0	1	0	1	0	0	0	0
SAA2	0	2	0	0	0	0	0	0
NPAS4	0	1	0	0	0	0	0	0
KCNA1	0	1	0	0	0	0	0	0
SLC39A9	0	1	0	1	0	0	0	0
HERC1	0	1	0	3	0	0	0	0
BLM	0	1	0	0	0	0	0	0
HN1L	0	1	0	1	0	0	0	0
SETD1A	0	2	0	1	0	0	0	0
AKAP1	0	1	0	1	0	0	0	0
TXNDC2	0	1	0	1	0	0	0	0
WDR7	0	1	0	1	0	0	0	0
ZNF555	0	1	0	0	0	0	0	0
ZNF20	0	1	0	0	0	0	0	0
ZNF443	0	1	0	0	0	0	0	0
F2RL3	0	1	0	0	0	0	0	0
ZNF43	0	2	0	1	0	0	0	0
SUN5	0	1	0	1	0	0	0	0
LAMA5	0	1	0	0	0	1	0	1
SLC38A5	0	1	0	1	0	0	0	0
TCEAL6	0	1	0	1	0	0	0	0
NUP62CL	0	1	0	0	0	0	0	0
PRKCZ	0	1	0	0	0	0	0	0
TNFRSF8	0	1	0	1	0	0	0	0
ZNF644	0	1	0	0	0	0	0	0
ANP32E	0	1	0	0	0	0	0	0
APOB	0	1	0	1	0	0	0	0
PROKR1	0	1	0	0	0	0	0	0
SLC9A2	0	1	0	3	0	0	0	0
CYP27C1	0	1	0	1	0	0	0	0
DNAH7	0	2	0	2	0	0	0	0
HJURP	0	1	0	1	0	0	0	0
MRPS25	0	1	0	0	0	0	0	0
TMEM108	0	1	0	0	0	0	0	0
STAG1	0	1	0	1	0	0	0	0
HTRA3	0	1	0	1	0	0	0	0
PCDHGB2	0	1	0	1	0	0	0	1
PACSIN1	0	1	0	1	0	0	0	0
FAM83B	0	2	0	0	0	0	0	1
HEATR2	0	1	0	0	0	0	0	0
VWDE	0	1	0	1	0	0	0	0
TAX1BP1	0	1	0	1	0	0	0	0
PILRA	0	1	0	1	0	0	0	0
XRCC2	0	1	0	0	0	0	0	0
NPBWR1	0	2	0	2	0	0	0	0
ZCCHC6	0	1	0	0	0	1	0	0
SPIN1	0	1	0	1	0	0	0	0
TSC1	0	2	0	0	0	0	0	0
NRP1	0	1	0	1	0	0	0	0
FLRT1	0	1	0	0	0	0	0	0
SHANK2	0	1	0	0	0	0	0	0
OR6T1	0	1	0	1	0	0	0	0
CHRNA5	0	1	0	1	0	0	0	0
OR4F6	0	1	0	1	0	0	0	0
RPH3AL	0	1	0	1	0	0	0	0
PROCA1	0	1	0	1	0	0	0	0
GPR179	0	1	0	1	0	0	0	0
TEX14	0	2	0	0	0	0	0	0
CIDEA	0	1	0	0	0	0	0	0
SHC2	0	1	0	1	0	0	0	0
MBD3L1	0	1	0	1	0	0	0	0
C19orf57	0	1	0	0	0	0	0	0
CILP2	0	1	0	3	0	0	0	0
ZNF728	0	1	0	0	0	0	0	0
PAPL	0	1	0	1	0	0	0	0
ZNF808	0	1	0	1	0	0	0	0
ZNF701	0	1	0	0	0	0	0	0
DSCAM	0	1	0	1	0	1	0	1
C4BPB	0	1	0	0	0	0	0	0
CAMTA1	0	1	0	0	0	0	0	0
C1orf200	0	1	0	0	0	0	0	0
EPHA2	0	2	0	1	0	0	0	0
SCP2	0	1	0	0	0	0	0	0
DHCR24	0	1	0	0	0	0	0	0
RORC	0	1	0	1	0	0	0	1
OR2T2	0	1	0	2	0	0	0	0
C2orf16	0	1	0	1	0	0	0	0
ACOXL	0	1	0	0	0	1	0	1
CWC22	0	1	0	0	0	0	0	0
MAATS1	0	1	0	1	0	0	0	1
AMOTL2	0	1	0	1	0	0	0	1
PDGFRA	0	1	0	0	0	0	0	1
DNAH5	0	1	0	0	0	1	0	1
PIK3R1	0	1	0	0	0	0	0	0
MUC22	0	1	0	2	0	0	0	0
RHAG	0	1	0	1	0	0	0	0
RIMS1	0	2	0	0	0	0	0	0
ZNF292	0	1	0	2	0	0	0	0
MACC1	0	1	0	1	0	0	0	0
AQP1	0	1	0	0	0	0	0	0
ZNF107	0	1	0	1	0	0	0	0
IFNA10	0	1	0	1	0	0	0	0
OR1Q1	0	2	0	2	0	0	0	0
MUC6	0	1	0	1	0	0	0	0
MRGPRX1	0	1	0	1	0	0	0	0
OR4S2	0	1	0	0	0	0	0	0
SIPA1	0	1	0	0	0	0	0	0
SLC35F2	0	1	0	1	0	0	0	0
C12orf4	0	1	0	0	0	0	0	0
DDX23	0	1	0	2	0	0	0	0
KRT4	0	1	0	1	0	0	0	0
PROZ	0	2	0	1	0	0	0	0
DHRS4-AS1	0	1	0	0	0	0	0	0
KCNH5	0	1	0	0	0	0	0	0
RP11-944C7.1	0	1	0	0	0	0	0	0
RTL1	0	1	0	1	0	0	0	0
TDRD9	0	1	0	0	0	0	0	0
ABHD17C	0	1	0	0	0	0	0	0
GFOD2	0	1	0	0	0	0	0	0
CA10	0	1	0	0	0	0	0	0
ZNF208	0	1	0	2	0	0	0	0
ZNF99	0	1	0	0	0	0	0	0
ERF	0	1	0	2	0	0	0	0
PRMT1	0	1	0	0	0	0	0	0
CTB-167G5.5	0	1	0	0	0	0	0	0
TMX4	0	1	0	0	0	0	0	0
KREMEN1	0	1	0	0	0	0	0	0
DEPDC5	0	1	0	1	0	0	0	0
BCOR	0	1	0	0	0	0	0	0
ELK1	0	1	0	0	0	0	0	0
NLGN3	0	1	0	0	0	0	0	1
WDR44	0	1	0	0	0	0	0	0
SMARCA1	0	1	0	0	0	0	0	0
GPR119	0	1	0	1	0	0	0	0
SRPK3	0	1	0	1	0	0	0	0
PIGC	0	1	0	1	0	0	0	0
RYR2	0	3	0	2	0	4	0	5
TCHH	0	1	0	2	0	0	0	0
PRKCE	0	1	0	1	0	0	0	0
CCDC141	0	1	0	1	0	0	0	0
ARHGEF26	0	1	0	2	0	0	0	0
SLITRK3	0	1	0	1	0	0	0	0
SULT1E1	0	1	0	1	0	0	0	0
PCDHGB4	0	1	0	1	0	0	0	0
POU4F3	0	1	0	1	0	0	0	0
NMUR2	0	1	0	1	0	0	0	0
PTK7	0	1	0	1	0	0	0	0
CD109	0	1	0	1	0	0	0	0
SDK1	0	2	0	1	0	0	0	0
ABCB4	0	1	0	1	0	0	0	0
EPPK1	0	1	0	2	0	0	0	0
KCNV2	0	1	0	1	0	0	0	0
ASS1	0	1	0	1	0	0	0	0
DMBT1	0	1	0	1	0	0	0	0
MMP21	0	1	0	1	0	0	0	0
OR56B4	0	1	0	1	0	0	0	0
TENM4	0	1	0	1	0	0	0	0
KIAA1377	0	1	0	1	0	0	0	0
MMP17	0	1	0	2	0	0	0	0
FAM194B	0	1	0	1	0	0	0	0
ABCC4	0	1	0	1	0	0	0	0
MIPOL1	0	1	0	1	0	0	0	0
GABRG3	0	1	0	1	0	0	0	0
CYP1A1	0	1	0	1	0	0	0	0
ARHGAP17	0	1	0	1	0	0	0	0
ITGAD	0	2	0	2	0	1	0	1
RNASEK	0	1	0	1	0	0	0	0
MYH2	0	1	0	1	0	0	0	1
MYO1D	0	1	0	1	0	0	0	0
KRTAP1-3	0	1	0	1	0	0	0	0
PHOSPHO1	0	1	0	1	0	0	0	0
L3MBTL4	0	1	0	0	0	0	0	0
LRRC30	0	1	0	1	0	0	0	0
LPAR2	0	1	0	1	0	0	0	0
NCCRP1	0	1	0	1	0	0	0	0
CALM3	0	1	0	1	0	0	0	0
NLRP7	0	2	0	2	0	0	0	0
CEP250	0	1	0	1	0	0	0	1
PIGT	0	1	0	1	0	0	0	0
SLCO4A1	0	1	0	1	0	0	0	0
MSL3	0	1	0	1	0	0	0	0
AKAP4	0	1	0	2	0	0	0	0
TBX22	0	1	0	1	0	0	0	0
MID2	0	1	0	1	0	0	0	0
RGSL1	0	1	0	1	0	0	0	0
BTD	0	1	0	1	0	0	0	0
RPL34	0	1	0	1	0	0	0	0
TTC29	0	1	0	1	0	0	0	0
PLCXD3	0	1	0	1	0	0	0	0
CDC20B	0	1	0	1	0	0	0	1
HIVEP2	0	1	0	0	0	0	0	0
SUMF2	0	2	0	1	0	0	0	0
SEMA3E	0	1	0	2	0	0	0	0
NCALD	0	1	0	1	0	0	0	0
ZNF618	0	1	0	1	0	0	0	0
OR1L3	0	1	0	1	0	0	0	0
ADAMTS14	0	1	0	2	0	0	0	0
PANK1	0	1	0	1	0	0	0	0
DENND5A	0	1	0	1	0	1	0	1
OR8B8	0	1	0	1	0	0	0	0
PPFIA2	0	1	0	2	0	0	0	0
ATP11A	0	1	0	1	0	0	0	0
RYR3	0	1	0	2	0	0	0	0
MPP2	0	1	0	2	0	0	0	0
GREB1L	0	1	0	2	0	0	0	0
EPOR	0	1	0	1	0	0	0	0
TOP1	0	1	0	0	0	0	0	0
IL1RAPL2	0	1	0	1	0	0	0	0
CHRM3	0	0	0	0	0	1	0	0
TTC31	0	0	0	0	0	1	0	1
PARP15	0	0	0	0	0	1	0	0
ELMOD2	0	0	0	0	0	1	0	1
ARSB	0	0	0	0	0	1	0	1
SNCAIP	0	0	0	0	0	1	0	0
ISPD	0	0	0	0	0	1	0	1
TECPR1	0	0	0	0	0	1	0	1
SPDYE3	0	0	0	0	0	1	0	0
HOOK3	0	0	0	0	0	1	0	0
TCEB1	0	0	0	0	0	1	0	0
TACC2	0	0	0	1	0	1	0	1
ST14	0	0	0	0	0	1	0	1
SPATA19	0	0	0	0	0	1	0	1
CLEC2A	0	0	0	0	0	1	0	1
SLC5A8	0	0	0	0	0	1	0	2
UBE3A	0	0	0	0	0	1	0	1
MLKL	0	0	0	0	0	1	0	0
ZFP3	0	0	0	0	0	1	0	1
DSG2	0	0	0	1	0	1	0	0
MBD2	0	0	0	0	0	1	0	1
ZNF468	0	0	0	0	0	1	0	1
C20orf112	0	0	0	0	0	1	0	0
TCF20	0	0	0	0	0	1	0	0
DIAPH2	0	0	0	0	0	1	0	1
NRK	0	0	0	1	0	1	0	1
KCNE1L	0	0	0	0	0	1	0	1
SLC25A43	0	0	0	0	0	1	0	0
PRG4	0	1	0	0	0	0	0	0
HHIPL2	0	1	0	1	0	0	0	0
KLHL21	0	1	0	0	0	0	0	0
MMACHC	0	1	0	0	0	0	0	0
ATL2	0	1	0	0	0	0	0	0
TEKT4	0	2	0	2	0	0	0	0
IL1R1	0	1	0	1	0	0	0	0
CREB1	0	1	0	0	0	0	0	0
LPHN3	0	2	0	1	0	0	0	1
FREM3	0	1	0	1	0	0	0	0
SPCS3	0	1	0	0	0	0	0	0
ROPN1L	0	1	0	1	0	0	0	0
SLC45A2	0	1	0	1	0	0	0	0
ANKRD32	0	1	0	1	0	0	0	0
PCDHB17	0	1	0	1	0	0	0	0
F13A1	0	1	0	0	0	0	0	0
PTPRZ1	0	1	0	0	0	0	0	0
DLGAP2	0	1	0	0	0	0	0	0
CLVS1	0	1	0	0	0	0	0	0
FABP5	0	1	0	1	0	0	0	0
KLF10	0	1	0	1	0	0	0	0
DENND3	0	1	0	0	0	0	0	0
SETX	0	1	0	0	0	0	0	0
GPRIN2	0	1	0	0	0	0	0	0
KRT79	0	1	0	0	0	0	0	0
TIMELESS	0	1	0	0	0	0	0	0
METTL21B	0	1	0	0	0	0	0	0
FLT3	0	2	0	1	0	0	0	0
ATP10A	0	1	0	0	0	0	0	0
LDHAL6B	0	1	0	0	0	0	0	0
LRRK1	0	1	0	0	0	0	0	0
BRD7	0	1	0	0	0	0	0	0
USP6	0	1	0	0	0	0	0	0
SLC47A2	0	1	0	1	0	0	0	0
SERPINB7	0	1	0	0	0	0	0	0
STXBP2	0	1	0	0	0	0	0	0
COL5A3	0	1	0	1	0	0	0	0
RPSAP58	0	1	0	1	0	0	0	0
RSPH6A	0	1	0	1	0	0	0	0
ZNF321P	0	1	0	0	0	0	0	0
ISM1	0	1	0	0	0	0	0	0
FOXS1	0	1	0	0	0	0	0	0
XKR7	0	2	0	1	0	0	0	0
KRTAP13-1	0	1	0	1	0	0	0	0
CABIN1	0	1	0	2	0	0	0	0
WWC3	0	1	0	1	0	0	0	0
OFD1	0	1	0	1	0	0	0	0
ZC4H2	0	1	0	0	0	0	0	0
SLC7A3	0	1	0	0	0	0	0	0
ZCCHC5	0	1	0	0	0	0	0	0
SEPT6	0	1	0	0	0	0	0	0
NKAP	0	1	0	1	0	0	0	0
ATP11C	0	1	0	0	0	0	0	0
FMR1NB	0	1	0	0	0	0	0	0
TMEM187	0	1	0	0	0	0	0	0
MTOR	0	0	0	2	0	1	0	1
MOV10	0	0	0	0	0	1	0	1
CD1C	0	0	0	0	0	1	0	0
OR11L1	0	0	0	0	0	1	0	1
HEATR5B	0	0	0	0	0	1	0	1
ACVR1	0	0	0	0	0	1	0	0
OXSM	0	0	0	0	0	1	0	0
TRIM71	0	0	0	0	0	1	0	1
NMNAT3	0	0	0	0	0	1	0	1
PTX3	0	0	0	0	0	1	0	0
HTT	0	0	0	0	0	1	0	0
CRMP1	0	0	0	0	0	1	0	0
UBA6	0	0	0	0	0	1	0	1
AFP	0	0	0	0	0	1	0	1
DAB2	0	0	0	1	0	1	0	1
HAVCR1	0	0	0	0	0	1	0	1
GJA1	0	0	0	0	0	1	0	0
VNN3	0	0	0	0	0	1	0	1
MET	0	0	0	0	0	1	0	1
LPL	0	1	0	1	0	1	0	1
OR51A7	0	0	0	0	0	1	0	1
EIF3F	0	0	0	0	0	1	0	1
TRIM49	0	0	0	0	0	1	0	1
LRRIQ1	0	0	0	0	0	2	0	2
