id	genes
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE_2	CREBBP, DNAJC11, PKD1, MKS1, TFB1M, PRKACA, NDE1, CLASP1, TUBA3D, HSP90AA1, HSPB11, SMARCD3, TNPO1, SIRT4, RAB11FIP3, ATP5F1D, POLRMT, SAMM50, TRIP11, IFT52, TUBB1, MAPRE1, CEP76, CEP192, RP2, RPGRIP1L, CEP152, GABPB1, TTC26, SSBP1, NRF1, CEP41, CHCHD3, YWHAE, IFT20, CEP164, ATP5F1B, PRKAB1, MAPK14, SOD2, CEP72, HSPA9, NPHP3, CCT4, ATF2, NEK2, CREB1, PKD2, WDR35, DYNC2I2, IFT43, TCP1, CEP89, IFT81, TUBA1B, TTC21B, ATP5F1E, MED1, CEP250, DYNC2I1, RAB3IP, MTERF1, IFT22, SMO, HELZ2, HAUS8, TUBG1, EXOC4, NPHP4, PRKAB2, IMMT, CEP162, ODF2, ATAT1, TGS1, HAUS2, NEDD1, NCOR1, CSNK1D, CEP131, CARM1, PLK4, NPHP1, HAUS6, INPP5E, PPRC1, CCT5, SCLT1, CENPJ, TUBA3E, ATP5F1A, HAUS1, ASAP1, GABPA, PPARGC1B, CCT8, WDR19, ATP5MC1, TFB2M, CCT3, TMEM67, CEP57, CCT2, PLK1, RAB8A, TUBA1C, C2CD3, ARF4, SEPTIN2, TCTN2, ARL13B, CDK1, HDAC3, CYCS, HCFC1, MTX1, TUBB8B, IQCB1, CEP83, CEP135, UNC119B, TUBB6, CHD9, TBL1XR1, TMEM11, EXOC3, BBS12, PRKAG1, TUBB, DYNLT2, APOO, KIF24, IFT140, PERM1, MAPK12, TUBA3C, SFI1, NCOA6, TCTN1, CEP43, DYNLT2B, HAUS7, CSNK1E, HAUS3, MT-ATP8, ATP5MF, ATP5PO, HAUS5, POLG2, TUBB3
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	ITPK1, NUDT10, IPPK, PPIP5K2, IP6K3, PPIP5K1, NUDT4, IP6K1, NUDT11, NUDT3
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL_1	NUDT10, IP6K3, PPIP5K1, IP6K1, NUDT11, NUDT3
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL_2	ITPK1, IPPK, PPIP5K2, NUDT4
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	MTMR7, INPP4A, INPP5A, MIOX, MTMR9, ISYNA1, INPP4B, OCRL, IMPA1, IMPA2, INPP1, SYNJ1, INPP5J, INPP5B
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL_1	MTMR7, INPP4A, INPP5A, MTMR9, INPP4B, OCRL, IMPA1, INPP1, SYNJ1, INPP5J
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL_2	MIOX, ISYNA1, IMPA2, INPP5B
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	ITPKC, ITPK1, PLCB4, PLCH1, PLCD4, OCRL, PLCG1, ITPKA, PLCB2, PLCE1, PLCZ1, ITPKB, PLCH2, PLCB3, SYNJ1, PLCD3, INPPL1, PLD4, INPP5D, PTEN, PLCB1, INPP5J, PLCD1, PLCG2, CALM1, INPP5B
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL_1	PLCB4, PLCH1, OCRL, ITPKA, PLCB2, PLCZ1, ITPKB, PLCH2, SYNJ1, PLCD3, PLD4, PLCB1, INPP5J, PLCD1, PLCG2, CALM1
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL_2	ITPKC, ITPK1, PLCD4, PLCG1, PLCE1, PLCB3, INPPL1, INPP5D, PTEN, INPP5B
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	CREBBP, PAX6, MAMLD1, FGF10, EP300, SNW1, HNF4A, AKT2, PAX4, GCK, KAT2A, KAT2B, HES1, NR5A2, AKT3, IAPP, NEUROG3, FOXA2, NKX2-2, HNF1A, PDX1, AKT1, PKLR, NOTCH1, FOXO1, MAML1, NEUROD1, SLC2A2, NKX6-1, HNF4G, RBPJ, PTF1A, ONECUT1, FOXA3, INSM1, MAFA, MAML2, RFX6, MAML3, ONECUT3, INS, HNF1B
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT_1	PAX6, FGF10, HNF4A, GCK, KAT2B, AKT3, IAPP, NEUROG3, FOXA2, NKX2-2, HNF1A, RBPJ, PTF1A, ONECUT1, MAFA, RFX6, MAML3, ONECUT3
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT_2	CREBBP, MAMLD1, EP300, SNW1, AKT2, PAX4, KAT2A, HES1, NR5A2, PDX1, AKT1, PKLR, NOTCH1, FOXO1, MAML1, NEUROD1, SLC2A2, NKX6-1, HNF4G, FOXA3, INSM1, MAML2, INS, HNF1B
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	BCAR1, PIK3CB, NCK2, CRKL, PDGFB, PIK3R2, RAPGEF1, PDGFRB, STAT1, SOS1, PIK3CA, PLCG1, STAT5A, KRAS, PDGFRA, GRB7, PIK3R1, RASA1, NCK1, STAT6, CRK, STAT3, STAT5B, HRAS, GRB2, PTPN11, SRC, PDGFA, NRAS
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION_1	PIK3CB, NCK2, CRKL, STAT1, STAT5A, PDGFRA, GRB7, PIK3R1, STAT6, STAT5B, GRB2, PTPN11, SRC
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION_2	BCAR1, PDGFB, PIK3R2, RAPGEF1, PDGFRB, SOS1, PIK3CA, PLCG1, KRAS, RASA1, NCK1, CRK, STAT3, HRAS, PDGFA, NRAS
REACTOME_SIGNALING_BY_PDGF	COL9A2, BCAR1, PIK3CB, NCK2, COL5A3, COL4A4, COL9A3, CRKL, PDGFB, PLAT, PIK3R2, RAPGEF1, COL9A1, THBS4, PDGFRB, STAT1, SOS1, SPP1, PIK3CA, PLG, PLCG1, STAT5A, PTPN12, COL5A1, KRAS, PDGFRA, COL4A2, THBS1, COL2A1, FURIN, GRB7, COL6A1, COL6A2, PDGFC, PIK3R1, RASA1, NCK1, COL6A3, STAT6, CRK, COL3A1, STAT3, COL4A3, THBS3, PDGFD, COL6A5, STAT5B, HRAS, GRB2, PTPN11, THBS2, COL4A1, COL4A5, SRC, PDGFA, COL5A2, COL6A6, NRAS
REACTOME_SIGNALING_BY_PDGF_1	COL9A2, PIK3CB, NCK2, COL5A3, COL4A4, CRKL, THBS4, STAT1, SPP1, PLG, STAT5A, PDGFRA, GRB7, PIK3R1, STAT6, COL4A3, COL6A5, STAT5B, GRB2, PTPN11, COL4A5, SRC, COL6A6
REACTOME_SIGNALING_BY_PDGF_2	BCAR1, COL9A3, PDGFB, PLAT, PIK3R2, RAPGEF1, COL9A1, PDGFRB, SOS1, PIK3CA, PLCG1, PTPN12, COL5A1, KRAS, COL4A2, THBS1, COL2A1, FURIN, COL6A1, COL6A2, PDGFC, RASA1, NCK1, COL6A3, CRK, COL3A1, STAT3, THBS3, PDGFD, HRAS, THBS2, COL4A1, PDGFA, COL5A2, NRAS
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	ADCYAP1R1, ADORA2A, NGF, ADCYAP1, NTRK2, NTRK1
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS_1	ADCYAP1R1, ADORA2A, NGF, ADCYAP1, NTRK2
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS_2	NTRK1
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	ADCYAP1R1, ADORA2A, ADCYAP1, NTRK2, NTRK1
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION_1	ADCYAP1R1, ADORA2A, ADCYAP1, NTRK2
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION_2	NTRK1
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	PSMB1, PSMC4, PSMA4, CUL1, PSMC5, PSME1, PSMD5, PSMD8, PSMC6, PSMA3, PSMC1, PSMB5, PSMA6, PSME2, PSMA7, PTK6, PSMD10, PSMD7, CCNE1, PSMA2, PSMD3, PSMD11, CCND1, PSMD9, CDKN1B, SKP1, PSMD14, CDK2, CDKN1A, PSMF1, PSMB2, SEM1, PSMA1, PSME3, CCNA1, CDK4, PSMB7, PSMB6, PSMA5, RPS27A, CCNA2, SKP2, UBC, PSMD4, PSMB4, PSMC2, PSMD6, PSMC3, UBB, CKS1B, PSMD1, PSMD2, CCNE2, PSMD13, PSMD12, PSMB8, PSMB10, UBA52, PSMB9, PSMB3
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21_1	PSMC5, PSME1, PSMB5, PTK6, PSMD10, CCND1, CDKN1B, SKP1, CCNA1, PSMB7, PSMB6, UBC, PSMD4, PSMC3, UBB, PSMD1, PSMB10
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21_2	PSMB1, PSMC4, PSMA4, CUL1, PSMD5, PSMD8, PSMC6, PSMA3, PSMC1, PSMA6, PSME2, PSMA7, PSMD7, CCNE1, PSMA2, PSMD3, PSMD11, PSMD9, PSMD14, CDK2, CDKN1A, PSMF1, PSMB2, SEM1, PSMA1, PSME3, CDK4, PSMA5, RPS27A, CCNA2, SKP2, PSMB4, PSMC2, PSMD6, CKS1B, PSMD2, CCNE2, PSMD13, PSMD12, PSMB8, UBA52, PSMB9, PSMB3
REACTOME_SIGNALLING_TO_ERKS	RALA, CRKL, MAPK1, MAPK3, RAPGEF1, MAPK14, MAPKAPK3, SOS1, RAP1A, MAP2K2, SHC2, KRAS, NGF, KIDINS220, RIT1, RALB, SHC3, RIT2, MAPK13, BRAF, RALGDS, SHC1, MAPKAPK2, FRS2, YWHAB, CRK, MAP2K1, HRAS, GRB2, MAPK11, MAPK12, SRC, NTRK1, NRAS
REACTOME_SIGNALLING_TO_ERKS_1	CRKL, MAPK1, MAPK3, MAPKAPK3, RAP1A, NGF, KIDINS220, RALB, SHC3, RIT2, RALGDS, FRS2, YWHAB, MAP2K1, GRB2, MAPK11, SRC
REACTOME_SIGNALLING_TO_ERKS_2	RALA, RAPGEF1, MAPK14, SOS1, MAP2K2, SHC2, KRAS, RIT1, MAPK13, BRAF, SHC1, MAPKAPK2, CRK, HRAS, MAPK12, NTRK1, NRAS
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	NGF, RIT1, RIT2, BRAF, NTRK1
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN_1	NGF, RIT2
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN_2	RIT1, BRAF, NTRK1
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	SI, LCT, TREH, CHIT1, CHIA, AMY1B, AMY1C, AMY1A, AMY2B, AMY2A, MGAM
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE_1	SI, TREH, CHIT1, CHIA, AMY2B, AMY2A, MGAM
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE_2	LCT, AMY1B, AMY1C, AMY1A
REACTOME_CELLULAR_HEXOSE_TRANSPORT	SLC2A3, SLC5A1, SLC5A4, FGF21, SLC2A9, SLC2A1, SLC5A9, SLC2A11, SLC2A8, SLC5A2, SLC2A12, SLC5A10, SLC45A3, SLC2A6, SLC2A2, SLC50A1, MFSD4B, SLC2A14, SLC2A4, SLC2A7, SLC2A10
REACTOME_CELLULAR_HEXOSE_TRANSPORT_1	SLC5A1, SLC2A9, SLC5A9, SLC2A11, SLC2A8, SLC5A2, SLC2A12, SLC45A3, SLC2A14, SLC2A4
REACTOME_CELLULAR_HEXOSE_TRANSPORT_2	SLC2A3, SLC5A4, FGF21, SLC2A1, SLC5A10, SLC2A6, SLC2A2, SLC50A1, MFSD4B, SLC2A7, SLC2A10
REACTOME_METABOLISM_OF_PORPHYRINS	COX10, COX15, ALAS1, ABCC2, FECH, CPOX, BLVRB, HMOX1, ABCC1, HMOX2, BLVRA, SLCO1B3, ABCG2, UROD, SLCO1B1, SLCO2B1, PPOX, ALAD, ALAS2, FLVCR1, FABP1, ALB, UROS, UGT1A1, GSTA1, UGT1A4, HMBS
REACTOME_METABOLISM_OF_PORPHYRINS_1	COX15, ALAS1, ABCC2, FECH, CPOX, BLVRB, HMOX2, SLCO1B3, UROD, SLCO1B1, SLCO2B1, PPOX, ALAD, ALAS2, FABP1, ALB, UROS, GSTA1
REACTOME_METABOLISM_OF_PORPHYRINS_2	COX10, HMOX1, ABCC1, BLVRA, ABCG2, FLVCR1, UGT1A1, UGT1A4, HMBS
REACTOME_HEME_BIOSYNTHESIS	COX10, COX15, ALAS1, FECH, CPOX, ABCG2, UROD, PPOX, ALAD, ALAS2, FLVCR1, ALB, UROS, HMBS
REACTOME_HEME_BIOSYNTHESIS_1	COX15, ALAS1, FECH, CPOX, UROD, PPOX, ALAD, ALAS2, ALB, UROS
REACTOME_HEME_BIOSYNTHESIS_2	COX10, ABCG2, FLVCR1, HMBS
REACTOME_HEME_DEGRADATION	ABCC2, BLVRB, HMOX1, ABCC1, HMOX2, BLVRA, SLCO1B3, ABCG2, SLCO1B1, SLCO2B1, FABP1, ALB, UGT1A1, GSTA1, UGT1A4
REACTOME_HEME_DEGRADATION_1	ABCC2, BLVRB, HMOX2, SLCO1B3, SLCO1B1, SLCO2B1, FABP1, ALB, GSTA1
REACTOME_HEME_DEGRADATION_2	HMOX1, ABCC1, BLVRA, ABCG2, UGT1A1, UGT1A4
REACTOME_SIGNALING_BY_FGFR	POLR2J, ANOS1, PTBP1, POLR2B, FGFR2, FGFR3, FGF10, FGF22, FGF4, FGFR1, FGF20, MKNK1, HNRNPM, POLR2E, MAPK1, POLR2F, RBFOX2, FGF9, MAPK3, POLR2C, ESRP2, ESRP1, PPP2CB, POLR2I, PPP2R1A, FGF8, GAB1, CBL, FGF6, PPP2CA, FGF1, NCBP2, GALNT3, SOS1, TIA1, FGF23, PIK3CA, PLCG1, GTF2F1, FLRT3, FLRT1, FGFRL1, KL, KRAS, KLB, HNRNPA1, SPRY2, NCBP1, FRS3, FGFBP1, FGFBP2, FGF5, FGF2, FGF7, RPS27A, POLR2D, PIK3R1, POLR2K, UBC, TIAL1, FGF18, BRAF, FGF17, SHC1, FGFR4, FGF19, POLR2H, SPRED1, FRS2, POLR2G, HNRNPH1, HNRNPF, UBB, FGFBP3, HRAS, POLR2L, GRB2, PTPN11, POLR2A, FLRT2, FGF3, GTF2F2, FGF16, SRC, SPRED2, NRAS, UBA52
REACTOME_SIGNALING_BY_FGFR_1	ANOS1, FGFR2, FGFR3, FGF10, FGF22, FGF20, MKNK1, POLR2E, MAPK1, POLR2F, FGF9, MAPK3, ESRP1, PPP2CB, POLR2I, PPP2R1A, FGF8, GAB1, FGF1, GALNT3, GTF2F1, FLRT3, FLRT1, FGFRL1, KLB, FRS3, FGFBP2, FGF5, FGF2, FGF7, PIK3R1, POLR2K, UBC, TIAL1, FGF17, FRS2, UBB, FGFBP3, GRB2, PTPN11, POLR2A, FLRT2, FGF16, SRC
REACTOME_SIGNALING_BY_FGFR_2	POLR2J, PTBP1, POLR2B, FGF4, FGFR1, HNRNPM, RBFOX2, POLR2C, ESRP2, CBL, FGF6, PPP2CA, NCBP2, SOS1, TIA1, FGF23, PIK3CA, PLCG1, KL, KRAS, HNRNPA1, SPRY2, NCBP1, FGFBP1, RPS27A, POLR2D, FGF18, BRAF, SHC1, FGFR4, FGF19, POLR2H, SPRED1, POLR2G, HNRNPH1, HNRNPF, HRAS, POLR2L, FGF3, GTF2F2, SPRED2, NRAS, UBA52
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	FGFR3, FGF4, FGF20, FGF9, FGF8, FGF1, GALNT3, FGF23, FGF5, FGF2, FGF18, FGF17, FGF16
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION_1	FGFR3, FGF20, FGF9, FGF8, FGF1, GALNT3, FGF5, FGF2, FGF17, FGF16
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION_2	FGF4, FGF23, FGF18
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	FGFR2, FGF10, FGF22, FGF4, FGF20, FGF9, FGF8, FGF6, FGF1, FGF23, FGFBP1, FGFBP2, FGF5, FGF2, FGF7, FGF18, FGF17, FGFBP3, FGF3, FGF16
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION_1	FGFR2, FGF10, FGF22, FGF20, FGF9, FGF8, FGF1, FGFBP2, FGF5, FGF2, FGF7, FGF17, FGFBP3, FGF16
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION_2	FGF4, FGF6, FGF23, FGFBP1, FGF18, FGF3
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	ANOS1, FGF10, FGF22, FGF4, FGFR1, FGF20, FGF9, FGF8, FGF6, FGF1, FGF23, KL, FGF5, FGF2, FGF17, FGF3
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION_1	ANOS1, FGF10, FGF22, FGF20, FGF9, FGF8, FGF1, FGF5, FGF2, FGF17
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION_2	FGF4, FGFR1, FGF6, FGF23, KL, FGF3
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	FGF10, FGF22, FGFR1, FGF1, FGF2, FGF3
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION_1	FGF10, FGF22, FGF1, FGF2
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION_2	FGFR1, FGF3
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	FGFR3, FGF20, FGF9, FGF8, FGF1, FGF18, FGF17
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION_1	FGFR3, FGF20, FGF9, FGF8, FGF1, FGF17
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION_2	FGF18
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	ANOS1, FGF4, FGFR1, FGF20, FGF9, FGF8, FGF6, FGF1, FGF23, FGF5, FGF2, FGF17
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION_1	ANOS1, FGF20, FGF9, FGF8, FGF1, FGF5, FGF2, FGF17
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION_2	FGF4, FGFR1, FGF6, FGF23
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	FGFR2, FGF4, FGF20, FGF9, FGF8, FGF6, FGF1, FGF23, FGF5, FGF2, FGF18, FGF17, FGF16
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION_1	FGFR2, FGF20, FGF9, FGF8, FGF1, FGF5, FGF2, FGF17, FGF16
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION_2	FGF4, FGF6, FGF23, FGF18
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	FGFR2, FGF10, FGF22, FGF1, FGFBP1, FGFBP2, FGF2, FGF7, FGFBP3, FGF3
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION_1	FGFR2, FGF10, FGF22, FGF1, FGFBP2, FGF2, FGF7, FGFBP3
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION_2	FGFBP1, FGF3
REACTOME_GAP_JUNCTION_ASSEMBLY	TUBA3D, TUBB1, TUBB4A, GJA8, GJB6, GJA3, TUBA1B, TUBA4A, GJA9, GJA10, TUBB2A, TUBB2B, TUBA3E, GJA1, GJD2, GJB7, GJB2, TUBA1A, TUBA1C, GJB1, TUBB8B, TUBB6, GJD4, TUBAL3, GJC1, GJD3, TUBA8, GJA4, TUBB4B, GJB3, GJB5, GJB4, TUBA3C, GJC2, TUBA4B, TUBB3, TUBB8, GJA5
REACTOME_GAP_JUNCTION_ASSEMBLY_1	TUBB4A, GJB6, TUBA4A, TUBB2A, TUBB2B, GJA1, GJD2, GJB7, TUBA1A, GJB1, GJD4, TUBAL3, TUBA8, TUBB4B, GJB3, GJB5, GJB4, GJC2, TUBA4B, TUBB8
REACTOME_GAP_JUNCTION_ASSEMBLY_2	TUBA3D, TUBB1, GJA8, GJA3, TUBA1B, GJA9, GJA10, TUBA3E, GJB2, TUBA1C, TUBB8B, TUBB6, GJC1, GJD3, GJA4, TUBA3C, TUBB3, GJA5
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	TUBA3D, TUBB1, TUBB4A, TUBA1B, TUBA4A, TUBB2A, TUBB2B, TUBA3E, GJA1, GJB2, TUBA1A, TUBA1C, TUBB8B, TUBB6, TUBAL3, TUBA8, TUBB4B, TUBA3C, TUBA4B, TUBB3, TUBB8
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE_1	TUBB4A, TUBA4A, TUBB2A, TUBB2B, GJA1, TUBA1A, TUBAL3, TUBA8, TUBB4B, TUBA4B, TUBB8
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE_2	TUBA3D, TUBB1, TUBA1B, TUBA3E, GJB2, TUBA1C, TUBB8B, TUBB6, TUBA3C, TUBB3
REACTOME_GAP_JUNCTION_DEGRADATION	CLTCL1, ACTB, DNM2, DNM1, CLTA, CLTC, GJA1, DAB2, AP2M1, CLTB, ACTG1, MYO6
REACTOME_GAP_JUNCTION_DEGRADATION_1	CLTCL1, DNM1, CLTA, CLTC, GJA1, DAB2, CLTB, MYO6
REACTOME_GAP_JUNCTION_DEGRADATION_2	ACTB, DNM2, AP2M1, ACTG1
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	NOTCH3, POFUT1, NOTCH2, NOTCH1, POGLUT1, NOTCH4
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM_1	
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM_2	NOTCH3, POFUT1, NOTCH2, NOTCH1, POGLUT1, NOTCH4
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	ST3GAL6, SEL1L, NOTCH3, ATP2A3, B4GALT1, TMED2, MFNG, LFNG, ST3GAL4, ST3GAL3, NOTCH2, FURIN, NOTCH1, RFNG, ATP2A2, RAB6A, ATP2A1, NOTCH4
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI_1	ST3GAL6, SEL1L, ATP2A3, MFNG, ST3GAL4, RAB6A
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI_2	NOTCH3, B4GALT1, TMED2, LFNG, ST3GAL3, NOTCH2, FURIN, NOTCH1, RFNG, ATP2A2, ATP2A1, NOTCH4
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	CREBBP, MAMLD1, ST3GAL6, SEL1L, NOTCH3, ATP2A3, SIRT6, TNRC6C, B4GALT1, TMED2, TNRC6A, AGO1, MFNG, TNRC6B, EP300, SNW1, POFUT1, E2F1, H2AZ2, LFNG, KAT2A, ST3GAL4, CCND1, E2F3, TFDP2, KAT2B, AGO2, H2BC11, AGO3, ST3GAL3, H3-3B, NOTCH2, AGO4, FURIN, TP53, H2BC1, NOTCH1, MOV10, H2BC5, H4C8, RUNX1, MAML1, H3-3A, POGLUT1, ELF3, PRKCI, H2AZ1, RBPJ, RFNG, ATP2A2, RAB6A, JUN, H2AC6, H2BC4, H3C13, H2AC20, MAML2, H2BC21, H2BC13, H2AX, ATP2A1, MAML3, H2AC7, H2BU1, H4C3, H3C12, H4C11, H3C4, H4-16, H2BC12, TFDP1, MIR449A, H3C14, H2AC18, H3C15, NOTCH4, MIR34C, MIR206, MIR181C, MIR200C, MIR449B, MIR200B, MIR150, MIR34B, MIR302A, H2BC15, H2AJ, MIR449C, H4C15, H4C14, H2AC19, H4C12, H2BC14, H2BC8, H3C8, H2AB1, H2BC6, H4C6, H2BC17, H3C6, H4C13, H3C11, H2BC9, H3C1, H4C9, H2AC14, H2BC3, H4C5, H2AC8, H4C4, H2BC7, H3C7, H2AC4, H2BC10, H4C1, H4C2, H3C10
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING_1	ST3GAL6, SEL1L, ATP2A3, TNRC6C, MFNG, TNRC6B, ST3GAL4, CCND1, TFDP2, KAT2B, RBPJ, RAB6A, H2AC6, H2BC4, H2BC21, MAML3, H2BU1, H4-16, H2AJ, H4C14, H2AC19, H4C6
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING_2	CREBBP, MAMLD1, NOTCH3, SIRT6, B4GALT1, TMED2, TNRC6A, AGO1, EP300, SNW1, POFUT1, E2F1, H2AZ2, LFNG, KAT2A, E2F3, AGO2, H2BC11, AGO3, ST3GAL3, H3-3B, NOTCH2, AGO4, FURIN, TP53, H2BC1, NOTCH1, MOV10, H2BC5, H4C8, RUNX1, MAML1, H3-3A, POGLUT1, ELF3, PRKCI, H2AZ1, RFNG, ATP2A2, JUN, H3C13, H2AC20, MAML2, H2BC13, H2AX, ATP2A1, H2AC7, H4C3, H3C12, H4C11, H3C4, H2BC12, TFDP1, MIR449A, H3C14, H2AC18, H3C15, NOTCH4, MIR34C, MIR206, MIR181C, MIR200C, MIR449B, MIR200B, MIR150, MIR34B, MIR302A, H2BC15, MIR449C, H4C15, H4C12, H2BC14, H2BC8, H3C8, H2AB1, H2BC6, H2BC17, H3C6, H4C13, H3C11, H2BC9, H3C1, H4C9, H2AC14, H2BC3, H4C5, H2AC8, H4C4, H2BC7, H3C7, H2AC4, H2BC10, H4C1, H4C2, H3C10
REACTOME_CHOLESTEROL_BIOSYNTHESIS	CYP51A1, MSMO1, IDI1, FDFT1, SQLE, SC5D, MVK, HMGCS1, HMGCR, DHCR24, ACAT2, HSD17B7, LBR, EBP, NSDHL, IDI2, TM7SF2, GGPS1, LSS, FDPS, PMVK, MVD, DHCR7, ARV1, PLPP6
REACTOME_CHOLESTEROL_BIOSYNTHESIS_1	IDI1, FDFT1, SC5D, MVK, DHCR24, NSDHL, TM7SF2, PMVK, ARV1, PLPP6
REACTOME_CHOLESTEROL_BIOSYNTHESIS_2	CYP51A1, MSMO1, SQLE, HMGCS1, HMGCR, ACAT2, HSD17B7, LBR, EBP, IDI2, GGPS1, LSS, FDPS, MVD, DHCR7
REACTOME_SNRNP_ASSEMBLY	NUP160, GEMIN8, TPR, NDC1, DDX20, NUP133, CLNS1A, NUP37, GEMIN5, SEH1L, GEMIN2, NUP50, AAAS, NUP188, SNRPD3, PRMT5, RAE1, NUP93, NUP88, NUP98, NUP107, NUP155, NCBP2, WDR77, NUP43, NUP153, NUP85, SNRPD2, SNRPB, NUP214, NUP210, NUP42, NCBP1, TGS1, NUP54, SNRPF, NUP58, GEMIN7, SNRPG, GEMIN6, RANBP2, NUP205, SEC13, NUP35, PHAX, SNRPD1, SNUPN, SMN1, GEMIN4, SNRPE, POM121, SMN2, NUP62, POM121C
REACTOME_SNRNP_ASSEMBLY_1	GEMIN8, CLNS1A, NUP93, RANBP2, PHAX, SNUPN
