id	genes
GOMF_THIOLESTER_HYDROLASE_ACTIVITY	ACOT8, LYPLA1, ACAA2, ACOT2, PTPRT, LYPLA2, ACOT7, THEM4, ACOT4, LYPLAL1, ACOT12, ABHD16B, ABHD12B, ESD, FASN, ACOT9, PNKD, ACOT11, ABHD12, HIBCH, NUDT7, THEM5, HAGH, NUDT19, ABHD17B, OLAH, UFSP2, ABHD10, PPT1, ACOT13, BAAT, ABHD17C, ACOT1, ACOT6, ABHD16A, ACSBG2, ABHD17A, PLA2G6, ABHD13, PPT2
GOMF_THIOLESTER_HYDROLASE_ACTIVITY_1	ACAA2, ACOT2, PTPRT, ACOT7, THEM4, ACOT4, LYPLAL1, ABHD12B, ESD, PNKD, ACOT11, ABHD12, HIBCH, NUDT7, THEM5, HAGH, ABHD17B, UFSP2, ABHD10, PPT1, ACOT13, BAAT, ACOT1, ACOT6, ACSBG2, PLA2G6
GOMF_THIOLESTER_HYDROLASE_ACTIVITY_2	ACOT8, LYPLA1, LYPLA2, ACOT12, ABHD16B, FASN, ACOT9, NUDT19, OLAH, ABHD17C, ABHD16A, ABHD17A, ABHD13, PPT2
GOMF_PHOSPHATASE_ACTIVITY	PTPRU, CTDSP2, CTDSPL, CDKN3, BPNT1, MTMR11, DUSP14, PTPN21, PTPRT, PTP4A3, DUSP10, DUSP12, PNKP, PTPMT1, NT5C3B, FRA10AC1, LRRK2, LRRC39, DUSP15, SGPP2, NUDT16, PPM1M, UBLCP1, PTPDC1, NANP, DUSP19, MDP1, PPM1N, DUSP18, PP2D1, PPM1L, PPM1K, PPTC7, PHOSPHO1, PLPPR5, CDC14C, DLG1, DUSP1, DUSP2, DUSP3, DUSP4, DUSP5, DUSP6, DUSP7, DUSP8, DUSP9, PGAM5, PLPP4, PIKFYVE, EPHX2, EYA4, EYA1, EYA2, EYA3, FBP1, NT5DC1, PPM1E, INPP5F, SACM1L, NT5C2, PHLPP2, LPIN1, PHLPP1, TNS2, CTDNEP1, ALPI, ALPL, ALPP, ALPG, NOCT, PTPN23, PTPN20, PTPN22, PTPN18, PPA2, INPP5J, PALD1, PGP, NT5DC4, DUSP28, PHPT1, SSU72, NT5C, PPM1J, DUSP29, LRRC30, LRRIQ4, IMPA1, IMPA2, INPP1, INPP4A, INPP5A, INPP5B, INPP5D, PTPRQ, ACP7, LCK, PLPP6, MTM1, MYH3, MYH6, MYH8, ATP1A1, ATP1A2, NT5E, PHOSPHO2, OCRL, HDDC2, ACP6, DUSP13, NT5C3A, CTDSPL2, NT5DC3, STYXL1, INPP5K, ACP1, PFKFB1, PFKFB2, PFKFB3, PFKFB4, ACP2, ACP5, CYCS, SSH1, PON1, PON3, MTMR12, PPEF2, PDP1, PPEF1, APTX, PLPPR1, MTMR10, BPNT2, DUSP23, PPM1A, PPM1B, PPM1G, SSH3, PPP1CA, ACP3, PPP1CB, PPP1CC, PPP1R3C, PPP1R3D, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5D, PPP3CA, PPP4C, CPPED1, PPP3CB, PPP3CC, PPP3R1, PPP5C, PPP6C, PPP4R1L, PIP4P2, MTMR8, LRRC40, INPP5E, DUSP22, NT5M, PDXP, TIGAR, PSPH, PTEN, PPM1H, PDP2, PTPN1, PTPN2, PTPN3, PTPN4, PTPN6, PTPN7, PTPN9, PTPN11, G6PC2, PTPN12, PTPN13, PTPN14, PTPRA, PTPRB, PTPRC, PTPRD, PTPRE, PTPRF, PTPRG, PTPRH, PTPRJ, PTPRK, PTPRM, PTPRN2, PTPRO, PTPRR, PTPRS, PTPRZ1, CTDSP1, ENOPH1, PRUNE1, SBF1, DUSP21, LHPP, MTMR14, PLPPR2, LPIN3, NT5DC2, MTMR9, STYX, TPTE, CA3, PTP4A1, DUSP26, LRRC2, ARMT1, PPP1R3B, LRRK1, RPAP2, PLPPR3, PTP4A2, DUSP16, ILKAP, SGPP1, CAMK2G, PUDP, HDHD2, DUSP11, PLPP5, NT5C1A, PLPP7, PTPN5, PPM1D, UBASH3B, SSH2, CDC14B, CDC14A, PLPP1, PLPP2, PLPP3, RNGTT, MTMR1, PSPHP1, FBP2, INPP4B, SYNJ1, SYNJ2, MTMR3, MTMR2, PPP1R3E, PIP4P1, MTMR6, MTMR7, MTMR4, CTDP1, STYXL2, PXYLP1, G6PC3, TIMM50, NT5C1B, TPTE2, ACP4, ENTPD6, MINPP1, PPM1F, LPIN2, DNAJC6, PLPPR4, FIG4, CDC25A, CDC25B, CDC25C, PPP4R1
GOMF_PHOSPHATASE_ACTIVITY_1	PTPRU, CTDSPL, PTPRT, DUSP10, PTPMT1, FRA10AC1, LRRC39, SGPP2, NUDT16, PPM1M, UBLCP1, PTPDC1, DUSP19, MDP1, PPM1N, DUSP18, PP2D1, PPM1L, PPM1K, PHOSPHO1, DLG1, DUSP2, DUSP3, DUSP7, DUSP9, PLPP4, EPHX2, EYA4, EYA1, EYA2, FBP1, NT5DC1, PPM1E, INPP5F, NT5C2, LPIN1, PHLPP1, TNS2, ALPL, ALPG, PTPN23, PTPN20, PTPN22, PTPN18, INPP5J, PGP, NT5DC4, PHPT1, NT5C, PPM1J, IMPA1, INPP1, INPP4A, INPP5A, PTPRQ, ACP7, LCK, PLPP6, MTM1, MYH3, MYH6, MYH8, ATP1A2, OCRL, HDDC2, DUSP13, NT5DC3, STYXL1, INPP5K, PFKFB2, PFKFB3, PFKFB4, ACP5, PON1, PON3, MTMR12, PDP1, PPEF1, MTMR10, DUSP23, PPM1A, PPM1B, SSH3, PPP1R3C, PPP1R3D, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5D, PPP3CA, CPPED1, PPP3CB, PPP3R1, PPP6C, PIP4P2, MTMR8, DUSP22, NT5M, PDXP, PPM1H, PTPN3, PTPN4, PTPN6, PTPN11, PTPN13, PTPRA, PTPRC, PTPRD, PTPRF, PTPRH, PTPRJ, PTPRM, PTPRN2, PTPRO, PTPRR, PTPRS, ENOPH1, SBF1, LHPP, MTMR14, LPIN3, MTMR9, TPTE, DUSP26, LRRC2, LRRK1, PLPPR3, PTP4A2, ILKAP, SGPP1, CAMK2G, PUDP, HDHD2, NT5C1A, PLPP7, PTPN5, SSH2, CDC14B, CDC14A, PLPP1, PLPP2, PLPP3, MTMR1, PSPHP1, FBP2, INPP4B, SYNJ1, SYNJ2, MTMR3, MTMR2, PPP1R3E, PIP4P1, MTMR6, MTMR7, MTMR4, STYXL2, PXYLP1, G6PC3, TPTE2, ENTPD6, LPIN2, DNAJC6, PLPPR4, FIG4
GOMF_PHOSPHATASE_ACTIVITY_2	CTDSP2, CDKN3, BPNT1, MTMR11, DUSP14, PTPN21, PTP4A3, DUSP12, PNKP, NT5C3B, LRRK2, DUSP15, NANP, PPTC7, PLPPR5, CDC14C, DUSP1, DUSP4, DUSP5, DUSP6, DUSP8, PGAM5, PIKFYVE, EYA3, SACM1L, PHLPP2, CTDNEP1, ALPI, ALPP, NOCT, PPA2, PALD1, DUSP28, SSU72, DUSP29, LRRC30, LRRIQ4, IMPA2, INPP5B, INPP5D, ATP1A1, NT5E, PHOSPHO2, ACP6, NT5C3A, CTDSPL2, ACP1, PFKFB1, ACP2, CYCS, SSH1, PPEF2, APTX, PLPPR1, BPNT2, PPM1G, PPP1CA, ACP3, PPP1CB, PPP1CC, PPP2CA, PPP4C, PPP3CC, PPP5C, PPP4R1L, LRRC40, INPP5E, TIGAR, PSPH, PTEN, PDP2, PTPN1, PTPN2, PTPN7, PTPN9, G6PC2, PTPN12, PTPN14, PTPRB, PTPRE, PTPRG, PTPRK, PTPRZ1, CTDSP1, PRUNE1, DUSP21, PLPPR2, NT5DC2, STYX, CA3, PTP4A1, ARMT1, PPP1R3B, RPAP2, DUSP16, DUSP11, PLPP5, PPM1D, UBASH3B, RNGTT, CTDP1, TIMM50, NT5C1B, ACP4, MINPP1, PPM1F, CDC25A, CDC25B, CDC25C, PPP4R1
GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	TREX2, ERI2, TREX1, TOE1, DIS3L, PLD4, DIS3L2, PNLDC1, DCP2, PDE12, FEN1, XRN2, DIS3, EXOSC7, CNOT1, ANGEL1, EXOSC2, PLD3, CNOT6L, MEIOB, PAN3, NOCT, REXO2, APEX2, CNOT7, APEX1, ISG20, CNOT2, PARN, EXOSC3, EXOSC9, EXOSC10, POLD1, POLE, XRN1, EXOSC4, APTX, EXD2, EXOSC5, CNOT6, RAD1, RAD9A, DCLRE1C, EXO5, DCLRE1B, ERI3, USB1, ISG20L2, TATDN1, PNPT1, ERI1, ANGEL2, EXO1, MGME1, CNOT8, PAN2, DCLRE1A
GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS_1	TREX1, DIS3L, PLD4, DIS3L2, PNLDC1, ANGEL1, PLD3, MEIOB, ISG20, EXD2, EXOSC5, DCLRE1C, EXO5, ERI3, PNPT1, DCLRE1A
GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS_2	TREX2, ERI2, TOE1, DCP2, PDE12, FEN1, XRN2, DIS3, EXOSC7, CNOT1, EXOSC2, CNOT6L, PAN3, NOCT, REXO2, APEX2, CNOT7, APEX1, CNOT2, PARN, EXOSC3, EXOSC9, EXOSC10, POLD1, POLE, XRN1, EXOSC4, APTX, CNOT6, RAD1, RAD9A, DCLRE1B, USB1, ISG20L2, TATDN1, ERI1, ANGEL2, EXO1, MGME1, CNOT8, PAN2
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS	GNE, TLR6, DNPH1, OGA, NEU3, HPSE, MAN1A2, IL1RAPL1, CHIT1, TREH, MAN1B1, GLB1L3, ADPRHL1, LYZL2, CLN5, ACER1, LYG1, NEU4, LYZL4, MACROD2, ADPRH, CTBS, MANEAL, KLB, AGL, LCTL, OARD1, SARM1, GANAB, MAN2B2, HYAL4, SMUG1, CEMIP2, FUCA1, FUCA2, NEIL2, LYG2, GAA, GALC, GANC, IL1RAPL2, GBA, GBE1, CHIA, GLA, GLB1, SMPDL3B, AMY1A, GM2A, AMY1B, AMY1C, AMY2A, AMY2B, OTOGL, HEXD, MACROD1, GUSB, HEXA, HEXB, APEX1, HYAL1, ACER2, OTOG, IDUA, IL1R1, IL1RAP, SPACA5, LCT, LYZ, MAN1A1, MAN2A2, MAN2C1, MAN2A1, MAN2B1, MANBA, MPG, MUTYH, NAGA, NAGLU, NEU1, NEU2, NTHL1, OGG1, OVGP1, PCNA, NAGPA, ADPRS, NEIL3, ACER3, ABHD10, EDEM2, PSAP, ASAH2, MAN1C1, LYZL6, CEMIP, MYORG, GBA2, GBA3, HPSE2, SI, ENGASE, GUSBP3, SMPD1, SPAM1, BST1, TDG, TLR1, TLR2, TLR4, SPACA5B, UNG, MOGS, GLB1L, NEIL1, MANEA, PGGHG, EDEM3, TLR10, HYAL3, LYZL1, PARG, HYAL2, IL18RAP, IL1RL2, IL18R1, MBD4, MGAM, GLB1L2, IL1RL1, KL, CD38, EDEM1
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS_1	GNE, TLR6, DNPH1, OGA, NEU3, HPSE, IL1RAPL1, CHIT1, TREH, GLB1L3, ADPRHL1, CLN5, MACROD2, CTBS, MANEAL, KLB, AGL, LCTL, OARD1, MAN2B2, SMUG1, FUCA1, NEIL2, LYG2, GAA, GALC, IL1RAPL2, GBA, CHIA, SMPDL3B, GM2A, AMY2A, AMY2B, OTOGL, HEXD, MACROD1, ACER2, OTOG, LYZ, MAN1A1, MAN2A2, MAN2A1, MANBA, NAGLU, NTHL1, NAGPA, ADPRS, ACER3, ABHD10, PSAP, MAN1C1, MYORG, GBA3, HPSE2, SI, SMPD1, SPAM1, BST1, TLR1, TLR2, TLR4, UNG, GLB1L, NEIL1, PARG, IL18RAP, IL1RL2, MGAM, GLB1L2, CD38
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS_2	MAN1A2, MAN1B1, LYZL2, ACER1, LYG1, NEU4, LYZL4, ADPRH, SARM1, GANAB, HYAL4, CEMIP2, FUCA2, GANC, GBE1, GLA, GLB1, AMY1A, AMY1B, AMY1C, GUSB, HEXA, HEXB, APEX1, HYAL1, IDUA, IL1R1, IL1RAP, SPACA5, LCT, MAN2C1, MAN2B1, MPG, MUTYH, NAGA, NEU1, NEU2, OGG1, OVGP1, PCNA, NEIL3, EDEM2, ASAH2, LYZL6, CEMIP, GBA2, ENGASE, GUSBP3, TDG, SPACA5B, MOGS, MANEA, PGGHG, EDEM3, TLR10, HYAL3, LYZL1, HYAL2, IL18R1, MBD4, IL1RL1, KL, EDEM1
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	TLR6, DNPH1, IL1RAPL1, ADPRHL1, MACROD2, ADPRH, OARD1, SARM1, SMUG1, NEIL2, IL1RAPL2, MACROD1, APEX1, IL1R1, IL1RAP, MAN2A2, MAN2A1, MPG, MUTYH, NTHL1, OGG1, PCNA, ADPRS, NEIL3, BST1, TDG, TLR1, TLR2, TLR4, UNG, NEIL1, TLR10, IL18RAP, IL1RL2, IL18R1, MBD4, IL1RL1, CD38
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS_1	TLR6, DNPH1, IL1RAPL1, ADPRHL1, MACROD2, OARD1, SMUG1, NEIL2, IL1RAPL2, MACROD1, MAN2A2, MAN2A1, NTHL1, ADPRS, BST1, TLR1, TLR2, TLR4, UNG, NEIL1, IL18RAP, IL1RL2, CD38
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS_2	ADPRH, SARM1, APEX1, IL1R1, IL1RAP, MPG, MUTYH, OGG1, PCNA, NEIL3, TDG, TLR10, IL18R1, MBD4, IL1RL1
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ETHER_BONDS	TMEM86A, AHCY, EPHX1, EPHX2, ALOX12, ALOX15, TMEM86B, LTA4H, RNPEP, EPHX3, AKR7A2
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ETHER_BONDS_1	TMEM86A, EPHX1, EPHX2, ALOX15, LTA4H, RNPEP, AKR7A2
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ETHER_BONDS_2	AHCY, ALOX12, TMEM86B, EPHX3
GOMF_DIPEPTIDASE_ACTIVITY	NAALAD2, CPQ, PM20D2, ACE, DPEP1, FOLH1B, FOLH1, PEPD, CNDP2, DPEP2, DPEP3, SCRN3, CNDP1, SCRN2, SCRN1
GOMF_DIPEPTIDASE_ACTIVITY_1	NAALAD2, CPQ, FOLH1B, FOLH1, PEPD, CNDP2, DPEP2, DPEP3, SCRN3, CNDP1, SCRN1
GOMF_DIPEPTIDASE_ACTIVITY_2	PM20D2, ACE, DPEP1, SCRN2
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS	ADA, HDAC6, HDAC5, RIDA, ADAR, ADARB1, ADARB2, MTHFD2, APOBEC2, PADI2, ADAT3, PGLYRP2, PGLYRP3, NTAN1, ACER1, ADAD1, ADAT2, HINT3, APOBEC3D, AMDHD1, LACC1, PM20D1, FAAH2, DARS1, ADAL, ADAD2, DCTD, APOBEC3H, MIER3, AGA, DPEP1, DPYS, APOBEC3A, APOBEC3F, FAAH, SIRT2, SIRT5, SIRT4, SIRT3, SIRT1, ADAT1, DDAH2, PADI4, DDAH1, GCH1, OPLAH, AMPD1, AMPD2, NAAA, GLS2, AMPD3, APOBEC3C, GLS, PADI1, HDAC1, HDAC2, HINT1, APOBEC1, ACER2, PADI6, KLK3, ASPG, ARG1, ARG2, APOBEC4, ASAH1, MTHFD2L, ASPA, MTHFD1, ATIC, NIT1, ACR, AMDHD2, SIRT7, SIRT6, HDAC7, PADI3, UPB1, ADA2, MIER2, NTAQ1, NADSYN1, ACER3, VNN3, NGLY1, ALLC, HDAC8, ASAH2, NIT2, PGLYRP4, AICDA, MIER1, APOBEC3G, PDF, SUDS3, ASAH2B, BTD, CAD, AGMAT, HDAC11, ASRGL1, CDADC1, HDAC10, CAT, HDAC3, VNN2, VNN1, PGLYRP1, ACY3, MTA2, CD101, PIGL, ACY1, APOBEC3B, GDA, HDAC9, HDAC4, CDA
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_1	ADA, HDAC6, HDAC5, RIDA, ADAR, ADARB1, ADARB2, APOBEC2, PADI2, PGLYRP2, NTAN1, HINT3, AMDHD1, LACC1, PM20D1, FAAH2, DARS1, ADAD2, APOBEC3H, AGA, DPYS, APOBEC3A, APOBEC3F, FAAH, SIRT2, SIRT5, SIRT3, SIRT1, DDAH1, OPLAH, AMPD1, NAAA, GLS2, AMPD3, GLS, HINT1, ACER2, KLK3, ASPG, ARG2, APOBEC4, ASAH1, ASPA, ATIC, NIT1, AMDHD2, UPB1, ADA2, ACER3, ALLC, APOBEC3G, BTD, AGMAT, HDAC11, ASRGL1, CDADC1, CAT, VNN2, VNN1, ACY3, ACY1, GDA, HDAC9, HDAC4
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_2	MTHFD2, ADAT3, PGLYRP3, ACER1, ADAD1, ADAT2, APOBEC3D, ADAL, DCTD, MIER3, DPEP1, SIRT4, ADAT1, DDAH2, PADI4, GCH1, AMPD2, APOBEC3C, PADI1, HDAC1, HDAC2, APOBEC1, PADI6, ARG1, MTHFD2L, MTHFD1, ACR, SIRT7, SIRT6, HDAC7, PADI3, MIER2, NTAQ1, NADSYN1, VNN3, NGLY1, HDAC8, ASAH2, NIT2, PGLYRP4, AICDA, MIER1, PDF, SUDS3, ASAH2B, CAD, HDAC10, HDAC3, PGLYRP1, MTA2, CD101, PIGL, APOBEC3B, CDA
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES	HDAC6, HDAC5, PGLYRP2, PGLYRP3, NTAN1, ACER1, HINT3, PM20D1, FAAH2, DARS1, MIER3, AGA, FAAH, SIRT2, SIRT5, SIRT4, SIRT3, SIRT1, NAAA, GLS2, GLS, HDAC1, HDAC2, HINT1, ACER2, KLK3, ASPG, ASAH1, ASPA, NIT1, ACR, AMDHD2, SIRT7, SIRT6, HDAC7, UPB1, MIER2, NTAQ1, NADSYN1, ACER3, VNN3, NGLY1, HDAC8, ASAH2, NIT2, PGLYRP4, MIER1, PDF, SUDS3, ASAH2B, BTD, HDAC11, ASRGL1, HDAC10, CAT, HDAC3, VNN2, VNN1, PGLYRP1, ACY3, MTA2, PIGL, ACY1, HDAC9, HDAC4
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES_1	HDAC6, HDAC5, PGLYRP2, NTAN1, HINT3, PM20D1, FAAH2, DARS1, AGA, FAAH, SIRT2, SIRT5, SIRT3, SIRT1, NAAA, GLS2, GLS, HINT1, ACER2, KLK3, ASPG, ASAH1, ASPA, NIT1, AMDHD2, UPB1, ACER3, BTD, HDAC11, ASRGL1, CAT, VNN2, VNN1, ACY3, ACY1, HDAC9, HDAC4
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES_2	PGLYRP3, ACER1, MIER3, SIRT4, HDAC1, HDAC2, ACR, SIRT7, SIRT6, HDAC7, MIER2, NTAQ1, NADSYN1, VNN3, NGLY1, HDAC8, ASAH2, NIT2, PGLYRP4, MIER1, PDF, SUDS3, ASAH2B, HDAC10, HDAC3, PGLYRP1, MTA2, PIGL
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDES	AMDHD1, DPEP1, DPYS, OPLAH, CAD, CD101
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDES_1	AMDHD1, DPYS, OPLAH
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDES_2	DPEP1, CAD, CD101
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDINES	PADI2, DDAH2, PADI4, DDAH1, PADI1, PADI6, ARG1, ARG2, PADI3, ALLC, AGMAT
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDINES_1	PADI2, DDAH1, ARG2, ALLC, AGMAT
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDINES_2	DDAH2, PADI4, PADI1, PADI6, ARG1, PADI3
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES	ADA, ADAR, ADARB1, ADARB2, MTHFD2, APOBEC2, ADAT3, ADAD1, ADAT2, APOBEC3D, LACC1, ADAL, ADAD2, DCTD, APOBEC3H, APOBEC3A, APOBEC3F, ADAT1, GCH1, AMPD1, AMPD2, AMPD3, APOBEC3C, APOBEC1, APOBEC4, MTHFD2L, MTHFD1, ATIC, ADA2, AICDA, APOBEC3G, CDADC1, APOBEC3B, GDA, CDA
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES_1	ADA, ADAR, ADARB1, ADARB2, APOBEC2, LACC1, ADAD2, APOBEC3H, APOBEC3A, APOBEC3F, AMPD1, AMPD3, APOBEC4, ATIC, ADA2, APOBEC3G, CDADC1, GDA
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES_2	MTHFD2, ADAT3, ADAD1, ADAT2, APOBEC3D, ADAL, DCTD, ADAT1, GCH1, AMPD2, APOBEC3C, APOBEC1, MTHFD2L, MTHFD1, AICDA, APOBEC3B, CDA
