sampleID	chrom	arm	start.pos	end.pos	n.probes	mean
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	38740334	38875232	118	0.126064
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	38883540	39099191	185	-0.087046
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	39101001	39188787	50	-0.278906
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	39190513	39255779	93	-0.151734
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	39262378	39429051	133	-0.219655
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	39431954	39958865	511	-0.129843
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	39961310	40011916	60	-0.285331
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	40012656	40549983	614	-0.114379
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	40551588	40689963	183	0.104452
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	40690397	42428951	1875	-0.08087
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	42430011	42468840	93	-0.311063
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	42470525	43112110	749	-0.123649
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43120692	43169045	60	-0.293899
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43171786	43399915	339	-0.064395
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43400405	43519796	167	0.096705
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43520006	43747941	332	-0.091844
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43751125	43819991	83	-0.279674
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43820273	43829758	30	-0.068456
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43831151	43849035	40	-0.264308
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	43869596	44296935	255	-0.11018
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	44303342	44349489	69	0.172412
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	44350150	45138930	428	-0.077629
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	45142427	45209714	88	0.198572
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	45210046	45773577	785	-0.012117
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	45778960	46197941	315	-0.344522
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	46200628	46469877	290	-0.095111
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	46470513	46556615	24	0.104275
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	46563820	46779091	49	-0.245681
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	46780664	46789984	39	-0.101031
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	46791411	47098232	288	-0.255552
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	47100344	47202332	91	-0.163444
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	47203380	47249463	44	-0.344837
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	47250239	47309976	85	-0.171481
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	47310719	47369637	115	-0.268948
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	47369977	47579668	345	-0.08264
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	47592345	47833789	176	0.051396
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	47836653	48079463	301	0.085727
GLSS-MD-0022-R1	21	GLSS-MD-0022-R1	48090629	48096920	9	-0.321029
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	16344345	16909994	239	-0.299888
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	16911260	16919735	52	-0.176628
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	16920524	17239605	172	-0.285885
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	17320431	17379381	55	-0.144603
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	17392461	17520850	122	-0.288238
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	17581838	18069412	390	-0.047043
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18072623	18129942	147	0.150976
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18130209	18139510	21	-0.014108
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18140423	18149764	12	-0.293422
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18153009	18219731	110	0.096526
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18220324	18449927	300	-0.034147
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18450116	18536484	207	0.027885
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18542023	18913312	53	-0.002172
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18940948	18959896	39	-0.354913
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	18961782	19523634	168	-0.133057
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	19531135	19777512	168	-0.262296
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	19782138	20059980	209	-0.026546
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	20060023	20099891	68	0.032772
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	20102750	20109670	10	0.222415
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	20111676	20149185	79	-0.074774
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	20151856	20197335	79	-0.378634
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	20201954	20844663	189	-0.167361
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	20860931	20913757	17	0.264658
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	20922470	21009596	66	-0.278443
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	21012438	21266756	53	-0.132002
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	21270452	21279805	18	0.208327
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	21280463	22059293	319	-0.094643
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	22062213	22339901	219	0.04908
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	22341871	22619971	223	-0.260218
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	22620015	22624367	29	-0.037878
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	22624585	22680119	84	-0.182422
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	22681042	22707299	22	-0.308327
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	22715049	22869742	68	-0.180018
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	22870063	23050299	382	-0.317469
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23050483	23069225	47	-0.157218
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23077555	23099992	92	-0.247763
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23100104	23109897	80	-0.446795
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23110356	23208589	103	-0.312972
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23210704	23229029	45	-0.452796
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23229918	23404314	129	-0.300413
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23410390	23695421	260	-0.069002
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23698819	23766857	149	-0.252371
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23769665	23801155	91	-0.145992
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23805668	23839920	65	-0.298948
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23841356	23898174	192	-0.153045
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23914618	23954669	57	-0.218327
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	23963154	25080077	839	-0.069389
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	25081241	25338498	409	-0.237591
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	25345537	25479684	108	-0.173632
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	25480182	25699739	266	-0.239351
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	25700186	25709737	33	0.308738
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	25710015	25836079	303	0.226409
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	25841145	25849628	16	0.522261
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	25851035	25990770	204	0.306927
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	26004651	26138084	65	-0.232113
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	26140544	26159810	61	-0.111646
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	26160286	26738011	774	-0.276393
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	26748765	26769992	58	-0.16257
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	26770390	26777951	16	-0.334489
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	26780189	27179493	353	-0.124522
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27180392	27328787	229	-0.266172
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27330332	27339913	47	-0.424605
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27340003	27369471	49	-0.158032
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27372397	27399576	77	-0.237298
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27402492	27419790	31	-0.154428
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27420733	27497372	163	-0.249865
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27500511	27539983	60	0.090497
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27540148	27694867	199	-0.163897
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27700919	27738226	51	-0.240681
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27740599	27763777	77	-0.218577
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27770222	27879333	127	-0.26723
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27880207	27888558	37	-0.139085
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	27890684	28079932	230	-0.242274
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	28083520	28109580	35	-0.121057
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	28116769	28175741	46	-0.252987
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	28181399	29657604	391	0.025493
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	29659960	29769699	74	0.196015
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	29771912	30147210	197	-0.029211
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	30161280	30609096	368	0.050176
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	30610546	31532567	643	-0.026101
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	31553354	31689951	117	0.016149
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	31690528	32338615	240	0.005974
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	32339919	32368864	34	0.185674
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	32371492	32753714	405	-0.267079
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	32762038	33149936	439	-0.11642
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	33150485	33169813	76	-0.268358
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	33170032	33419847	316	-0.151426
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	33421179	33429708	16	-0.313325
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	33430010	33446206	34	-0.07779
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	33453422	33571980	209	-0.258476
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	33573041	33597431	68	-0.217185
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	33599075	34024322	154	-0.202054
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	34038697	34339887	310	-0.155743
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	34340447	35458985	1052	-0.325128
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	35460367	35469948	46	-0.475292
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	35470122	35637033	90	-0.294167
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	35659620	35775695	29	0.161908
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	35832172	36079042	201	-0.06628
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	36080057	36089825	33	-0.262708
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	36100410	36528895	171	-0.0686
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	36544563	36929092	459	0.034612
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	36930447	36989406	39	-0.159168
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	36993088	37874066	794	-0.282066
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	37876526	38529500	305	-0.000556
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	38530251	38729433	218	0.118609
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	38740853	39062238	65	-0.065649
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	39076873	39159542	6	0.272847
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	39171895	39969767	546	-0.158546
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	39972069	40428794	153	-0.274361
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	40455840	41659580	363	0.01891
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	41660301	41719469	42	0.099669
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	41720697	41759987	41	-0.005576
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	41760172	41799833	50	0.115707
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	41800678	41958862	182	0.207668
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	41961134	42090069	106	0.084957
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	42092225	43179297	947	-0.07828
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	43179680	43206950	52	-0.253218
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	43211880	43249093	51	0.069284
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	43260427	43309509	94	-0.072549
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	43310229	43339878	57	0.17365
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	43340279	43599991	317	-0.010329
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	43600281	44048160	404	-0.321298
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	44050363	44212454	186	-0.193621
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	44214502	44328043	130	-0.283157
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	44328730	44339526	41	-0.16331
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	44340086	44349236	24	-0.321066
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	44354111	44459609	119	-0.159533
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	44459995	45508406	1125	-0.291604
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	45511892	45719817	247	-0.097573
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	45720894	45750250	76	-0.246642
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	45751231	45788896	62	-0.177531
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	45790025	46057450	412	-0.272139
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46060541	46214757	30	-0.154925
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46273341	46369657	39	-0.311756
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46380593	46398573	27	-0.172183
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46401381	46487902	49	0.160899
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46490352	46749634	366	-0.046275
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46751122	46769005	27	-0.345002
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46770174	46779437	27	-0.126492
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46780031	46878922	53	-0.271864
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46890610	46959611	149	-0.141973
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46960159	46969137	40	-0.242523
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	46970464	47039229	106	0.0184
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	47040677	47358892	462	-0.13988
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	47359674	47778807	271	-0.270771
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	47780845	47819245	45	-0.439684
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	47820233	47929741	97	-0.286052
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	47930733	47987803	53	-0.445654
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	47990929	48309365	186	-0.280862
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	48310344	48349556	45	-0.455922
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	48350781	49401510	1402	-0.321174
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	49401918	49509884	132	-0.430797
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	49510180	49629890	136	-0.341925
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	49631261	49699372	137	-0.430374
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	49700272	49747815	99	-0.36651
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	49750348	49769873	68	-0.447639
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	49771060	50347927	321	-0.381129
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50350971	50359167	13	0.171196
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50420038	50429332	9	-0.054082
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50432604	50488995	51	-0.257604
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50490497	50708594	318	-0.058331
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50710349	50728062	25	0.468179
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50730220	50737584	18	0.109544
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50741504	50759892	40	0.021123
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50761432	50777709	32	0.205697
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50790915	50935508	50	-0.039557
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50945256	50978931	29	0.193126
GLSS-MD-0022-R1	22	GLSS-MD-0022-R1	50980071	51179770	147	-0.0096
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61691671	61691671	1	0.893942
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	63116	199074	17	-0.045914
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	200547	369657	146	0.198035
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	380946	385528	21	0.135094
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	391928	399856	63	-0.342141
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	400033	419658	88	-0.016187
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	420627	439183	42	-0.095971
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	443226	458034	48	-0.21467
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	460068	484876	78	0.066804
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	485872	619678	318	-0.02181
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	620216	629390	37	-0.266825
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	630789	723535	212	-0.068773
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	724229	737959	65	-0.122012
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	738998	779693	93	0.017342
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	780089	847570	123	0.201077
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	850175	1227164	420	-0.099632
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1230982	1249060	56	0.011829
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1250525	1259900	49	0.264661
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1320897	1389625	138	-0.06619
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1390051	1407330	45	0.060706
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1410422	1439342	77	-0.072527
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1440089	1469362	79	0.130285
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1470370	1479032	19	-0.058779
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1480243	1522017	109	0.369316
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1524076	1579864	174	0.194855
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1580811	1699775	253	0.034539
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1700059	1719897	32	0.327208
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1720821	1729806	53	-0.050395
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1731498	1808711	185	0.144627
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1810294	1819958	14	0.221202
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1821579	1829208	22	-0.26489
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	1830421	2279466	809	0.117594
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	2281427	2297649	10	-0.165299
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	2300821	2529287	288	0.224477
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	2530146	2540943	15	0.503526
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	2543629	2550461	26	0.293355
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	2551811	2660004	235	0.319346
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	2660648	3196080	119	0.129
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	6273465	9379984	56	-0.052084
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	9380019	54095247	33	-0.157263
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61682700	61689620	52	0.267121
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61691528	61691579	2	0.893942
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61691738	61691758	2	0.893942
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61691794	61691794	1	0.893942
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61691815	61696496	13	0.893942
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61710587	61711191	6	0.121989
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61711315	61712579	6	0.121989
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61712677	61713482	8	0.121989
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61714069	61718705	30	0.121989
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61718750	61719425	8	0.121989
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	61719542	62473830	15	-0.248355
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	66307108	88383153	22	0.040203
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	88459164	88459966	18	0.408685
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	88461323	96767188	30	0.056383
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	101835286	125774816	20	0.151257
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	130813062	136864494	11	-0.107114
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	140766775	155027509	66	0.126695
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	155033381	155038766	11	-0.053294
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	155040623	155209407	167	0.185038
GLSS-MD-0022-R1	23	GLSS-MD-0022-R1	155213064	155239827	94	0.007049
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	801943	2574078	1292	-0.001419
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	2615584	2629716	47	-0.40542
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	2701816	2790093	107	-0.231069
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	2791143	2802348	22	-0.337331
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	2821782	3062875	428	-0.084612
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	3092626	3098444	11	0.388747
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	3101277	5662902	2830	-0.158109
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	5727169	5728576	26	-0.080384
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	5728781	5729401	21	-0.080384
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	5734174	5735159	39	-0.034405
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	5735176	5735954	24	-0.034405
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	5735984	5747635	14	-0.034405
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	5761809	10348712	3792	0.01637
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	10350438	10367591	20	0.314966
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	10370312	12830590	1930	-0.000449
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	12841413	12848549	26	-0.151672
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	12849046	12919350	105	-0.046075
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	12919353	12919642	14	-0.180246
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	12930728	12938465	31	-0.323854
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	12940618	12948991	21	-0.228874
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	12949561	12949755	5	-0.228874
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	12949792	16832422	2345	-0.020693
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16832446	16833707	34	0.068338
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16833763	16836797	31	0.068338
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16836801	16837113	9	0.068338
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16837126	16837386	7	0.068338
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16837401	16839546	21	0.068338
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16839620	16859033	56	0.009493
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16870316	16899903	135	-0.625193
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16900069	16919253	148	-0.185038
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16919273	16919336	2	-0.185038
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16919543	16919665	3	-0.185038
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16919676	16959612	354	-0.361786
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16959924	16961078	21	-0.187171
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16961114	16962619	15	-0.187171
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16962856	16962975	4	-0.187171
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16963051	16963611	4	-0.187171
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16963690	16977426	119	0.0067
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16977733	16978527	4	0.0067
GLSS-MD-0026-R1	1	GLSS-MD-0026-R1	16978559	17007049	21	-0.099874
