userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2	57105	https://www.ncbi.nlm.nih.gov/gene/?term=57105
ENSG00000152492	CCDC50	coiled-coil domain containing 50	152137	https://www.ncbi.nlm.nih.gov/gene/?term=152137
ENSG00000152558	TMEM123	transmembrane protein 123	114908	https://www.ncbi.nlm.nih.gov/gene/?term=114908
ENSG00000152582	SPEF2	sperm flagellar 2	79925	https://www.ncbi.nlm.nih.gov/gene/?term=79925
ENSG00000152592	DMP1	dentin matrix acidic phosphoprotein 1	1758	https://www.ncbi.nlm.nih.gov/gene/?term=1758
ENSG00000152642	GPD1L	glycerol-3-phosphate dehydrogenase 1 like	23171	https://www.ncbi.nlm.nih.gov/gene/?term=23171
ENSG00000152778	IFIT5	interferon induced protein with tetratricopeptide repeats 5	24138	https://www.ncbi.nlm.nih.gov/gene/?term=24138
ENSG00000152779	SLC16A12	solute carrier family 16 member 12	387700	https://www.ncbi.nlm.nih.gov/gene/?term=387700
ENSG00000152784	PRDM8	PR/SET domain 8	56978	https://www.ncbi.nlm.nih.gov/gene/?term=56978
ENSG00000152785	BMP3	bone morphogenetic protein 3	651	https://www.ncbi.nlm.nih.gov/gene/?term=651
ENSG00000152910	CNTNAP4	contactin associated protein like 4	85445	https://www.ncbi.nlm.nih.gov/gene/?term=85445
ENSG00000153347	FAM81B	family with sequence similarity 81 member B	153643	https://www.ncbi.nlm.nih.gov/gene/?term=153643
ENSG00000153404	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B	153478	https://www.ncbi.nlm.nih.gov/gene/?term=153478
ENSG00000153446	C16orf89	chromosome 16 open reading frame 89	146556	https://www.ncbi.nlm.nih.gov/gene/?term=146556
ENSG00000153558	FBXL2	F-box and leucine rich repeat protein 2	25827	https://www.ncbi.nlm.nih.gov/gene/?term=25827
ENSG00000153563	CD8A	CD8a molecule	925	https://www.ncbi.nlm.nih.gov/gene/?term=925
ENSG00000153707	PTPRD	protein tyrosine phosphatase, receptor type D	5789	https://www.ncbi.nlm.nih.gov/gene/?term=5789
ENSG00000153789	FAM92B	family with sequence similarity 92 member B	339145	https://www.ncbi.nlm.nih.gov/gene/?term=339145
ENSG00000153902	LGI4	leucine rich repeat LGI family member 4	163175	https://www.ncbi.nlm.nih.gov/gene/?term=163175
ENSG00000154016	GRAP	GRB2 related adaptor protein	10750	https://www.ncbi.nlm.nih.gov/gene/?term=10750
ENSG00000154027	AK5	adenylate kinase 5	26289	https://www.ncbi.nlm.nih.gov/gene/?term=26289
ENSG00000154065	ANKRD29	ankyrin repeat domain 29	147463	https://www.ncbi.nlm.nih.gov/gene/?term=147463
ENSG00000154099	DNAAF1	dynein axonemal assembly factor 1	123872	https://www.ncbi.nlm.nih.gov/gene/?term=123872
ENSG00000154102	C16orf74	chromosome 16 open reading frame 74	404550	https://www.ncbi.nlm.nih.gov/gene/?term=404550
ENSG00000154122	ANKH	ANKH inorganic pyrophosphate transport regulator	56172	https://www.ncbi.nlm.nih.gov/gene/?term=56172
ENSG00000154133	ROBO4	roundabout guidance receptor 4	54538	https://www.ncbi.nlm.nih.gov/gene/?term=54538
ENSG00000154153	RETREG1	reticulophagy regulator 1	54463	https://www.ncbi.nlm.nih.gov/gene/?term=54463
ENSG00000154175	ABI3BP	ABI family member 3 binding protein	25890	https://www.ncbi.nlm.nih.gov/gene/?term=25890
ENSG00000154265	ABCA5	ATP binding cassette subfamily A member 5	23461	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ENSG00000154642	C21orf91	chromosome 21 open reading frame 91	54149	https://www.ncbi.nlm.nih.gov/gene/?term=54149
ENSG00000155256	ZFYVE27	zinc finger FYVE-type containing 27	118813	https://www.ncbi.nlm.nih.gov/gene/?term=118813
ENSG00000155761	SPAG17	sperm associated antigen 17	200162	https://www.ncbi.nlm.nih.gov/gene/?term=200162
ENSG00000155850	SLC26A2	solute carrier family 26 member 2	1836	https://www.ncbi.nlm.nih.gov/gene/?term=1836
ENSG00000155974	GRIP1	glutamate receptor interacting protein 1	23426	https://www.ncbi.nlm.nih.gov/gene/?term=23426
ENSG00000156042	CFAP70	cilia and flagella associated protein 70	118491	https://www.ncbi.nlm.nih.gov/gene/?term=118491
ENSG00000156050	FAM161B	FAM161B, centrosomal protein	145483	https://www.ncbi.nlm.nih.gov/gene/?term=145483
ENSG00000156103	MMP16	matrix metallopeptidase 16	4325	https://www.ncbi.nlm.nih.gov/gene/?term=4325
ENSG00000156384	SFR1	SWI5 dependent homologous recombination repair protein 1	119392	https://www.ncbi.nlm.nih.gov/gene/?term=119392
ENSG00000156574	NODAL	nodal growth differentiation factor	4838	https://www.ncbi.nlm.nih.gov/gene/?term=4838
ENSG00000156925	ZIC3	Zic family member 3	7547	https://www.ncbi.nlm.nih.gov/gene/?term=7547
ENSG00000157214	STEAP2	STEAP2 metalloreductase	261729	https://www.ncbi.nlm.nih.gov/gene/?term=261729
ENSG00000157216	SSBP3	single stranded DNA binding protein 3	23648	https://www.ncbi.nlm.nih.gov/gene/?term=23648
ENSG00000157423	HYDIN	HYDIN, axonemal central pair apparatus protein	54768	https://www.ncbi.nlm.nih.gov/gene/?term=54768
ENSG00000157601	MX1	MX dynamin like GTPase 1	4599	https://www.ncbi.nlm.nih.gov/gene/?term=4599
ENSG00000157693	TMEM268	transmembrane protein 268	203197	https://www.ncbi.nlm.nih.gov/gene/?term=203197
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	10568	https://www.ncbi.nlm.nih.gov/gene/?term=10568
ENSG00000157856	DRC1	dynein regulatory complex subunit 1	92749	https://www.ncbi.nlm.nih.gov/gene/?term=92749
ENSG00000158113	LRRC43	leucine rich repeat containing 43	254050	https://www.ncbi.nlm.nih.gov/gene/?term=254050
ENSG00000158164	TMSB15A	thymosin beta 15a	11013	https://www.ncbi.nlm.nih.gov/gene/?term=11013
ENSG00000158164	TMSB15B	thymosin beta 15B	286527	https://www.ncbi.nlm.nih.gov/gene/?term=286527
ENSG00000158270	COLEC12	collectin subfamily member 12	81035	https://www.ncbi.nlm.nih.gov/gene/?term=81035
ENSG00000158286	RNF207	ring finger protein 207	388591	https://www.ncbi.nlm.nih.gov/gene/?term=388591
ENSG00000158526	TSR2	TSR2, ribosome maturation factor	90121	https://www.ncbi.nlm.nih.gov/gene/?term=90121
ENSG00000158683	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	168507	https://www.ncbi.nlm.nih.gov/gene/?term=168507
ENSG00000158715	SLC45A3	solute carrier family 45 member 3	85414	https://www.ncbi.nlm.nih.gov/gene/?term=85414
ENSG00000158816	VWA5B1	von Willebrand factor A domain containing 5B1	127731	https://www.ncbi.nlm.nih.gov/gene/?term=127731
ENSG00000158856	DMTN	dematin actin binding protein	2039	https://www.ncbi.nlm.nih.gov/gene/?term=2039
ENSG00000158865	SLC5A11	solute carrier family 5 member 11	115584	https://www.ncbi.nlm.nih.gov/gene/?term=115584
ENSG00000159212	CLIC6	chloride intracellular channel 6	54102	https://www.ncbi.nlm.nih.gov/gene/?term=54102
ENSG00000159259	CHAF1B	chromatin assembly factor 1 subunit B	8208	https://www.ncbi.nlm.nih.gov/gene/?term=8208
ENSG00000159433	STARD9	StAR related lipid transfer domain containing 9	57519	https://www.ncbi.nlm.nih.gov/gene/?term=57519
ENSG00000159450	TCHH	trichohyalin	7062	https://www.ncbi.nlm.nih.gov/gene/?term=7062
ENSG00000159708	LRRC36	leucine rich repeat containing 36	55282	https://www.ncbi.nlm.nih.gov/gene/?term=55282
ENSG00000159713	TPPP3	tubulin polymerization promoting protein family member 3	51673	https://www.ncbi.nlm.nih.gov/gene/?term=51673
ENSG00000160087	UBE2J2	ubiquitin conjugating enzyme E2 J2	118424	https://www.ncbi.nlm.nih.gov/gene/?term=118424
ENSG00000160179	ABCG1	ATP binding cassette subfamily G member 1	9619	https://www.ncbi.nlm.nih.gov/gene/?term=9619
ENSG00000160183	TMPRSS3	transmembrane serine protease 3	64699	https://www.ncbi.nlm.nih.gov/gene/?term=64699
ENSG00000160447	PKN3	protein kinase N3	29941	https://www.ncbi.nlm.nih.gov/gene/?term=29941
ENSG00000160593	JAML	junction adhesion molecule like	120425	https://www.ncbi.nlm.nih.gov/gene/?term=120425
ENSG00000160678	S100A1	S100 calcium binding protein A1	6271	https://www.ncbi.nlm.nih.gov/gene/?term=6271
ENSG00000161036	LRWD1	leucine rich repeats and WD repeat domain containing 1	222229	https://www.ncbi.nlm.nih.gov/gene/?term=222229
ENSG00000161381	PLXDC1	plexin domain containing 1	57125	https://www.ncbi.nlm.nih.gov/gene/?term=57125
ENSG00000161405	IKZF3	IKAROS family zinc finger 3	22806	https://www.ncbi.nlm.nih.gov/gene/?term=22806
ENSG00000161544	CYGB	cytoglobin	114757	https://www.ncbi.nlm.nih.gov/gene/?term=114757
ENSG00000161558	TMEM143	transmembrane protein 143	55260	https://www.ncbi.nlm.nih.gov/gene/?term=55260
ENSG00000161800	RACGAP1	Rac GTPase activating protein 1	29127	https://www.ncbi.nlm.nih.gov/gene/?term=29127
ENSG00000161940	BCL6B	BCL6B, transcription repressor	255877	https://www.ncbi.nlm.nih.gov/gene/?term=255877
ENSG00000162063	CCNF	cyclin F	899	https://www.ncbi.nlm.nih.gov/gene/?term=899
ENSG00000162104	ADCY9	adenylate cyclase 9	115	https://www.ncbi.nlm.nih.gov/gene/?term=115
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	6886	https://www.ncbi.nlm.nih.gov/gene/?term=6886
ENSG00000162430	SELENON	selenoprotein N	57190	https://www.ncbi.nlm.nih.gov/gene/?term=57190
ENSG00000162444	RBP7	retinol binding protein 7	116362	https://www.ncbi.nlm.nih.gov/gene/?term=116362
ENSG00000162598	C1orf87	chromosome 1 open reading frame 87	127795	https://www.ncbi.nlm.nih.gov/gene/?term=127795
ENSG00000162706	CADM3	cell adhesion molecule 3	57863	https://www.ncbi.nlm.nih.gov/gene/?term=57863
ENSG00000162722	TRIM58	tripartite motif containing 58	25893	https://www.ncbi.nlm.nih.gov/gene/?term=25893
ENSG00000162753	SLC9C2	solute carrier family 9 member C2 (putative)	284525	https://www.ncbi.nlm.nih.gov/gene/?term=284525
ENSG00000162779	AXDND1	axonemal dynein light chain domain containing 1	126859	https://www.ncbi.nlm.nih.gov/gene/?term=126859
ENSG00000162873	KLHDC8A	kelch domain containing 8A	55220	https://www.ncbi.nlm.nih.gov/gene/?term=55220
ENSG00000162981	FAM84A	family with sequence similarity 84 member A	151354	https://www.ncbi.nlm.nih.gov/gene/?term=151354
ENSG00000162989	KCNJ3	potassium voltage-gated channel subfamily J member 3	3760	https://www.ncbi.nlm.nih.gov/gene/?term=3760
ENSG00000162992	NEUROD1	neuronal differentiation 1	4760	https://www.ncbi.nlm.nih.gov/gene/?term=4760
ENSG00000163071	SPATA18	spermatogenesis associated 18	132671	https://www.ncbi.nlm.nih.gov/gene/?term=132671
ENSG00000163092	XIRP2	xin actin binding repeat containing 2	129446	https://www.ncbi.nlm.nih.gov/gene/?term=129446
ENSG00000163285	GABRG1	gamma-aminobutyric acid type A receptor gamma1 subunit	2565	https://www.ncbi.nlm.nih.gov/gene/?term=2565
ENSG00000163362	INAVA	innate immunity activator	55765	https://www.ncbi.nlm.nih.gov/gene/?term=55765
ENSG00000163393	SLC22A15	solute carrier family 22 member 15	55356	https://www.ncbi.nlm.nih.gov/gene/?term=55356
ENSG00000163412	EIF4E3	eukaryotic translation initiation factor 4E family member 3	317649	https://www.ncbi.nlm.nih.gov/gene/?term=317649
ENSG00000163431	LMOD1	leiomodin 1	25802	https://www.ncbi.nlm.nih.gov/gene/?term=25802
ENSG00000163517	HDAC11	histone deacetylase 11	79885	https://www.ncbi.nlm.nih.gov/gene/?term=79885
ENSG00000163536	SERPINI1	serpin family I member 1	5274	https://www.ncbi.nlm.nih.gov/gene/?term=5274
ENSG00000163568	AIM2	absent in melanoma 2	9447	https://www.ncbi.nlm.nih.gov/gene/?term=9447
ENSG00000163631	ALB	albumin	213	https://www.ncbi.nlm.nih.gov/gene/?term=213
ENSG00000163638	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	https://www.ncbi.nlm.nih.gov/gene/?term=56999
ENSG00000163736	PPBP	pro-platelet basic protein	5473	https://www.ncbi.nlm.nih.gov/gene/?term=5473
ENSG00000163751	CPA3	carboxypeptidase A3	1359	https://www.ncbi.nlm.nih.gov/gene/?term=1359
ENSG00000163815	CLEC3B	C-type lectin domain family 3 member B	7123	https://www.ncbi.nlm.nih.gov/gene/?term=7123
ENSG00000163909	HEYL	hes related family bHLH transcription factor with YRPW motif-like	26508	https://www.ncbi.nlm.nih.gov/gene/?term=26508
ENSG00000164124	TMEM144	transmembrane protein 144	55314	https://www.ncbi.nlm.nih.gov/gene/?term=55314
ENSG00000164161	HHIP	hedgehog interacting protein	64399	https://www.ncbi.nlm.nih.gov/gene/?term=64399
ENSG00000164176	EDIL3	EGF like repeats and discoidin domains 3	10085	https://www.ncbi.nlm.nih.gov/gene/?term=10085
ENSG00000164197	RNF180	ring finger protein 180	285671	https://www.ncbi.nlm.nih.gov/gene/?term=285671
ENSG00000164379	FOXQ1	forkhead box Q1	94234	https://www.ncbi.nlm.nih.gov/gene/?term=94234
ENSG00000164463	CREBRF	CREB3 regulatory factor	153222	https://www.ncbi.nlm.nih.gov/gene/?term=153222
ENSG00000164483	SAMD3	sterile alpha motif domain containing 3	154075	https://www.ncbi.nlm.nih.gov/gene/?term=154075
ENSG00000164530	PI16	peptidase inhibitor 16	221476	https://www.ncbi.nlm.nih.gov/gene/?term=221476
ENSG00000164588	HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	348980	https://www.ncbi.nlm.nih.gov/gene/?term=348980
ENSG00000164604	GPR85	G protein-coupled receptor 85	54329	https://www.ncbi.nlm.nih.gov/gene/?term=54329
ENSG00000164627	KIF6	kinesin family member 6	221458	https://www.ncbi.nlm.nih.gov/gene/?term=221458
ENSG00000164654	MIOS	meiosis regulator for oocyte development	54468	https://www.ncbi.nlm.nih.gov/gene/?term=54468
ENSG00000164683	HEY1	hes related family bHLH transcription factor with YRPW motif 1	23462	https://www.ncbi.nlm.nih.gov/gene/?term=23462
ENSG00000164694	FNDC1	fibronectin type III domain containing 1	84624	https://www.ncbi.nlm.nih.gov/gene/?term=84624
ENSG00000164764	SBSPON	somatomedin B and thrombospondin type 1 domain containing	157869	https://www.ncbi.nlm.nih.gov/gene/?term=157869
ENSG00000164850	GPER1	G protein-coupled estrogen receptor 1	2852	https://www.ncbi.nlm.nih.gov/gene/?term=2852
ENSG00000164989	CCDC171	coiled-coil domain containing 171	203238	https://www.ncbi.nlm.nih.gov/gene/?term=203238
ENSG00000165124	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	79987	https://www.ncbi.nlm.nih.gov/gene/?term=79987
ENSG00000165125	TRPV6	transient receptor potential cation channel subfamily V member 6	55503	https://www.ncbi.nlm.nih.gov/gene/?term=55503
ENSG00000165164	CFAP47	cilia and flagella associated protein 47	286464	https://www.ncbi.nlm.nih.gov/gene/?term=286464
ENSG00000165197	VEGFD	vascular endothelial growth factor D	2277	https://www.ncbi.nlm.nih.gov/gene/?term=2277
ENSG00000165309	ARMC3	armadillo repeat containing 3	219681	https://www.ncbi.nlm.nih.gov/gene/?term=219681
ENSG00000165379	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	145581	https://www.ncbi.nlm.nih.gov/gene/?term=145581
ENSG00000165457	FOLR2	folate receptor beta	2350	https://www.ncbi.nlm.nih.gov/gene/?term=2350
ENSG00000165548	TMEM63C	transmembrane protein 63C	57156	https://www.ncbi.nlm.nih.gov/gene/?term=57156
ENSG00000165810	BTNL9	butyrophilin like 9	153579	https://www.ncbi.nlm.nih.gov/gene/?term=153579
ENSG00000165816	VWA2	von Willebrand factor A domain containing 2	340706	https://www.ncbi.nlm.nih.gov/gene/?term=340706
ENSG00000165983	PTER	phosphotriesterase related	9317	https://www.ncbi.nlm.nih.gov/gene/?term=9317
ENSG00000166148	AVPR1A	arginine vasopressin receptor 1A	552	https://www.ncbi.nlm.nih.gov/gene/?term=552
ENSG00000166173	LARP6	La ribonucleoprotein domain family member 6	55323	https://www.ncbi.nlm.nih.gov/gene/?term=55323
ENSG00000166292	TMEM100	transmembrane protein 100	55273	https://www.ncbi.nlm.nih.gov/gene/?term=55273
ENSG00000166387	PPFIBP2	PPFIA binding protein 2	8495	https://www.ncbi.nlm.nih.gov/gene/?term=8495
ENSG00000166448	TMEM130	transmembrane protein 130	222865	https://www.ncbi.nlm.nih.gov/gene/?term=222865
ENSG00000166473	PKD1L2	polycystin 1 like 2 (gene/pseudogene)	114780	https://www.ncbi.nlm.nih.gov/gene/?term=114780
ENSG00000166483	WEE1	WEE1 G2 checkpoint kinase	7465	https://www.ncbi.nlm.nih.gov/gene/?term=7465
ENSG00000166573	GALR1	galanin receptor 1	2587	https://www.ncbi.nlm.nih.gov/gene/?term=2587
ENSG00000166596	CFAP52	cilia and flagella associated protein 52	146845	https://www.ncbi.nlm.nih.gov/gene/?term=146845
ENSG00000166750	SLFN5	schlafen family member 5	162394	https://www.ncbi.nlm.nih.gov/gene/?term=162394
ENSG00000166762	CATSPER2	cation channel sperm associated 2	117155	https://www.ncbi.nlm.nih.gov/gene/?term=117155
ENSG00000166793	YPEL4	yippee like 4	219539	https://www.ncbi.nlm.nih.gov/gene/?term=219539
ENSG00000166825	ANPEP	alanyl aminopeptidase, membrane	290	https://www.ncbi.nlm.nih.gov/gene/?term=290
ENSG00000166963	MAP1A	microtubule associated protein 1A	4130	https://www.ncbi.nlm.nih.gov/gene/?term=4130
ENSG00000167074	TEF	TEF, PAR bZIP transcription factor	7008	https://www.ncbi.nlm.nih.gov/gene/?term=7008
ENSG00000167123	CERCAM	cerebral endothelial cell adhesion molecule	51148	https://www.ncbi.nlm.nih.gov/gene/?term=51148
ENSG00000167193	CRK	CRK proto-oncogene, adaptor protein	1398	https://www.ncbi.nlm.nih.gov/gene/?term=1398
ENSG00000167363	FN3K	fructosamine 3 kinase	64122	https://www.ncbi.nlm.nih.gov/gene/?term=64122
ENSG00000167549	CORO6	coronin 6	84940	https://www.ncbi.nlm.nih.gov/gene/?term=84940
ENSG00000167670	CHAF1A	chromatin assembly factor 1 subunit A	10036	https://www.ncbi.nlm.nih.gov/gene/?term=10036
ENSG00000167755	KLK6	kallikrein related peptidase 6	5653	https://www.ncbi.nlm.nih.gov/gene/?term=5653
ENSG00000167995	BEST1	bestrophin 1	7439	https://www.ncbi.nlm.nih.gov/gene/?term=7439
ENSG00000168004	HRASLS5	HRAS like suppressor family member 5	117245	https://www.ncbi.nlm.nih.gov/gene/?term=117245
ENSG00000168268	NT5DC2	5'-nucleotidase domain containing 2	64943	https://www.ncbi.nlm.nih.gov/gene/?term=64943
ENSG00000168314	MOBP	myelin-associated oligodendrocyte basic protein	4336	https://www.ncbi.nlm.nih.gov/gene/?term=4336
ENSG00000168356	SCN11A	sodium voltage-gated channel alpha subunit 11	11280	https://www.ncbi.nlm.nih.gov/gene/?term=11280
ENSG00000168389	MFSD2A	major facilitator superfamily domain containing 2A	84879	https://www.ncbi.nlm.nih.gov/gene/?term=84879
ENSG00000168447	SCNN1B	sodium channel epithelial 1 beta subunit	6338	https://www.ncbi.nlm.nih.gov/gene/?term=6338
ENSG00000168589	DYNLRB2	dynein light chain roadblock-type 2	83657	https://www.ncbi.nlm.nih.gov/gene/?term=83657
ENSG00000168843	FSTL5	follistatin like 5	56884	https://www.ncbi.nlm.nih.gov/gene/?term=56884
ENSG00000168952	STXBP6	syntaxin binding protein 6	29091	https://www.ncbi.nlm.nih.gov/gene/?term=29091
ENSG00000168994	PXDC1	PX domain containing 1	221749	https://www.ncbi.nlm.nih.gov/gene/?term=221749
ENSG00000169035	KLK7	kallikrein related peptidase 7	5650	https://www.ncbi.nlm.nih.gov/gene/?term=5650
ENSG00000169064	ZBBX	zinc finger B-box domain containing	79740	https://www.ncbi.nlm.nih.gov/gene/?term=79740
ENSG00000169126	ARMC4	armadillo repeat containing 4	55130	https://www.ncbi.nlm.nih.gov/gene/?term=55130
ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator	4330	https://www.ncbi.nlm.nih.gov/gene/?term=4330
ENSG00000169247	SH3TC2	SH3 domain and tetratricopeptide repeats 2	79628	https://www.ncbi.nlm.nih.gov/gene/?term=79628
ENSG00000169418	NPR1	natriuretic peptide receptor 1	4881	https://www.ncbi.nlm.nih.gov/gene/?term=4881
ENSG00000169495	HTRA4	HtrA serine peptidase 4	203100	https://www.ncbi.nlm.nih.gov/gene/?term=203100
ENSG00000169507	SLC38A11	solute carrier family 38 member 11	151258	https://www.ncbi.nlm.nih.gov/gene/?term=151258
ENSG00000169562	GJB1	gap junction protein beta 1	2705	https://www.ncbi.nlm.nih.gov/gene/?term=2705
ENSG00000169621	PROKR1	prokineticin receptor 1	10887	https://www.ncbi.nlm.nih.gov/gene/?term=10887
ENSG00000169621	APLF	aprataxin and PNKP like factor	200558	https://www.ncbi.nlm.nih.gov/gene/?term=200558
ENSG00000169752	NRG4	neuregulin 4	145957	https://www.ncbi.nlm.nih.gov/gene/?term=145957
ENSG00000169760	NLGN1	neuroligin 1	22871	https://www.ncbi.nlm.nih.gov/gene/?term=22871
ENSG00000169894	MUC3A	mucin 3A, cell surface associated	4584	https://www.ncbi.nlm.nih.gov/gene/?term=4584
ENSG00000170074	FAM153A	family with sequence similarity 153 member A	285596	https://www.ncbi.nlm.nih.gov/gene/?term=285596
ENSG00000170153	RNF150	ring finger protein 150	57484	https://www.ncbi.nlm.nih.gov/gene/?term=57484
ENSG00000170365	SMAD1	SMAD family member 1	4086	https://www.ncbi.nlm.nih.gov/gene/?term=4086
ENSG00000170537	TMC7	transmembrane channel like 7	79905	https://www.ncbi.nlm.nih.gov/gene/?term=79905
ENSG00000171208	NETO2	neuropilin and tolloid like 2	81831	https://www.ncbi.nlm.nih.gov/gene/?term=81831
ENSG00000171224	FAM241B	family with sequence similarity 241 member B	219738	https://www.ncbi.nlm.nih.gov/gene/?term=219738
ENSG00000171241	SHCBP1	SHC binding and spindle associated 1	79801	https://www.ncbi.nlm.nih.gov/gene/?term=79801
ENSG00000171368	TPPP	tubulin polymerization promoting protein	11076	https://www.ncbi.nlm.nih.gov/gene/?term=11076
ENSG00000171476	HOPX	HOP homeobox	84525	https://www.ncbi.nlm.nih.gov/gene/?term=84525
ENSG00000171509	RXFP1	relaxin family peptide receptor 1	59350	https://www.ncbi.nlm.nih.gov/gene/?term=59350
ENSG00000171811	CFAP46	cilia and flagella associated protein 46	54777	https://www.ncbi.nlm.nih.gov/gene/?term=54777
ENSG00000171840	NINJ2	ninjurin 2	4815	https://www.ncbi.nlm.nih.gov/gene/?term=4815
ENSG00000171867	PRNP	prion protein	5621	https://www.ncbi.nlm.nih.gov/gene/?term=5621
ENSG00000171903	CYP4F11	cytochrome P450 family 4 subfamily F member 11	57834	https://www.ncbi.nlm.nih.gov/gene/?term=57834
ENSG00000171956	FOXB1	forkhead box B1	27023	https://www.ncbi.nlm.nih.gov/gene/?term=27023
ENSG00000171992	SYNPO	synaptopodin	11346	https://www.ncbi.nlm.nih.gov/gene/?term=11346
ENSG00000172005	MAL	mal, T cell differentiation protein	4118	https://www.ncbi.nlm.nih.gov/gene/?term=4118
ENSG00000172116	CD8B	CD8b molecule	926	https://www.ncbi.nlm.nih.gov/gene/?term=926
ENSG00000172264	MACROD2	mono-ADP ribosylhydrolase 2	140733	https://www.ncbi.nlm.nih.gov/gene/?term=140733
ENSG00000172508	CARNS1	carnosine synthase 1	57571	https://www.ncbi.nlm.nih.gov/gene/?term=57571
ENSG00000172572	PDE3A	phosphodiesterase 3A	5139	https://www.ncbi.nlm.nih.gov/gene/?term=5139
ENSG00000172869	DMXL1	Dmx like 1	1657	https://www.ncbi.nlm.nih.gov/gene/?term=1657
ENSG00000172965	MIR4435-2HG	MIR4435-2 host gene	541471	https://www.ncbi.nlm.nih.gov/gene/?term=541471
ENSG00000173175	ADCY5	adenylate cyclase 5	111	https://www.ncbi.nlm.nih.gov/gene/?term=111
ENSG00000173267	SNCG	synuclein gamma	6623	https://www.ncbi.nlm.nih.gov/gene/?term=6623
ENSG00000173421	CCDC36	coiled-coil domain containing 36	339834	https://www.ncbi.nlm.nih.gov/gene/?term=339834
ENSG00000173597	SULT1B1	sulfotransferase family 1B member 1	27284	https://www.ncbi.nlm.nih.gov/gene/?term=27284
ENSG00000173744	AGFG1	ArfGAP with FG repeats 1	3267	https://www.ncbi.nlm.nih.gov/gene/?term=3267
ENSG00000173933	RBM4	RNA binding motif protein 4	5936	https://www.ncbi.nlm.nih.gov/gene/?term=5936
ENSG00000174099	MSRB3	methionine sulfoxide reductase B3	253827	https://www.ncbi.nlm.nih.gov/gene/?term=253827
ENSG00000174175	SELP	selectin P	6403	https://www.ncbi.nlm.nih.gov/gene/?term=6403
ENSG00000174482	LINGO2	leucine rich repeat and Ig domain containing 2	158038	https://www.ncbi.nlm.nih.gov/gene/?term=158038
ENSG00000174485	DENND4A	DENN domain containing 4A	10260	https://www.ncbi.nlm.nih.gov/gene/?term=10260
ENSG00000174514	MFSD4A	major facilitator superfamily domain containing 4A	148808	https://www.ncbi.nlm.nih.gov/gene/?term=148808
ENSG00000174640	SLCO2A1	solute carrier organic anion transporter family member 2A1	6578	https://www.ncbi.nlm.nih.gov/gene/?term=6578
ENSG00000174640	C3orf36	chromosome 3 open reading frame 36	80111	https://www.ncbi.nlm.nih.gov/gene/?term=80111
ENSG00000174807	CD248	CD248 molecule	57124	https://www.ncbi.nlm.nih.gov/gene/?term=57124
ENSG00000174943	KCTD13	potassium channel tetramerization domain containing 13	253980	https://www.ncbi.nlm.nih.gov/gene/?term=253980
ENSG00000175093	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	92369	https://www.ncbi.nlm.nih.gov/gene/?term=92369
ENSG00000175591	P2RY2	purinergic receptor P2Y2	5029	https://www.ncbi.nlm.nih.gov/gene/?term=5029
ENSG00000175874	CREG2	cellular repressor of E1A stimulated genes 2	200407	https://www.ncbi.nlm.nih.gov/gene/?term=200407
ENSG00000176438	SYNE3	spectrin repeat containing nuclear envelope family member 3	161176	https://www.ncbi.nlm.nih.gov/gene/?term=161176
ENSG00000176463	SLCO3A1	solute carrier organic anion transporter family member 3A1	28232	https://www.ncbi.nlm.nih.gov/gene/?term=28232
ENSG00000176485	PLA2G16	phospholipase A2 group XVI	11145	https://www.ncbi.nlm.nih.gov/gene/?term=11145
ENSG00000176566	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2	138009	https://www.ncbi.nlm.nih.gov/gene/?term=138009
ENSG00000176593	LOC100128398	uncharacterized LOC100128398	100128398	https://www.ncbi.nlm.nih.gov/gene/?term=100128398
ENSG00000176601	MAP3K19	mitogen-activated protein kinase kinase kinase 19	80122	https://www.ncbi.nlm.nih.gov/gene/?term=80122
ENSG00000176624	MEX3C	mex-3 RNA binding family member C	51320	https://www.ncbi.nlm.nih.gov/gene/?term=51320
ENSG00000176641	RNF152	ring finger protein 152	220441	https://www.ncbi.nlm.nih.gov/gene/?term=220441
ENSG00000176658	MYO1D	myosin ID	4642	https://www.ncbi.nlm.nih.gov/gene/?term=4642
ENSG00000176678	FOXL1	forkhead box L1	2300	https://www.ncbi.nlm.nih.gov/gene/?term=2300
ENSG00000176720	BOK	BCL2 family apoptosis regulator BOK	666	https://www.ncbi.nlm.nih.gov/gene/?term=666
ENSG00000176894	PXMP2	peroxisomal membrane protein 2	5827	https://www.ncbi.nlm.nih.gov/gene/?term=5827
